review_id,sentence_id,sentence,aspects
104,0,"I usually wear an 8, which wasn't available, and sized up to the 10 which fit just fine as there is no stretch and it's a set-in waist band.",fit
104,1,"the fabric is pretty, the skirt is fully lined, the length is not too short, and the only thing i don't like is the big bronzey toothed zipper - it looks ok on the beige version, but on the black it stands out.",quality
104,2,it's perfect for summer but i could also see wearing the black version during holidays.,
105,0,"For my body type, this top looked ridiculous!",
105,1,i am small-busted and thinnish on top.,fit
105,2,this seemingly very pretty top look like a big rectangle on me.,
105,3,very unflattering.,
105,4,hard to tell if it was true-to-size because it hung so wide.,fit
105,5,"i think for a gal with more substantial upper body (i.e., boobs) this would work better.",
106,0,I was so excited to try this on--but this was a big nope for me unfortunately.,
106,1,"i ordered both an xs and s (i normally wear a s), both hung horribly on me, they were just too big.",
106,2,"i love a boxy, oversized silhouette but this sadly didn't flatter me in the least.",
107,0,Just got this in the mail yesterday and i want so badly to love it but it's just a little too big and boxy.,
107,1,"i'm 5'5"", 125lbs and ordered a small but i really wish i'd ordered the xs.",fit
107,2,not sure if i'll exchange or just return.,
107,3,seems high quality and the pattern is gorgeous.,quality
107,4,it's basically exactly what i'm looking for until i actually put it on and then it just kind of looks like i'm wearing my grandpa's old sweater.,
108,0,"These are so cute and the colors are great, however, they stretch out about 2 sizes.",
108,1,they fit me perfectly and i sized down and they stretched out about a size 1/2 to 2 sizes too big.,fit
108,2,i'm bummed out because they are perfect in every other way.,
108,3,didn't think they would stretch out as much as they did.,
108,4,"and they look awful once
they've stretched out.",
108,5,wish i didn't take the tags off or i would have returned them.,
108,6,"size down at
least one size, i could have sized down two sizes.",fit
108,7,hoping they shrink lik,
109,0,I found both colors and jumped on this shirt.,
109,1,then i got it home and realized that it was pretty much useless.,
109,2,"there is no way to put a sweater or jacket over it, it is too hot to wear in the summer, putting a tee under ruins the look.",
109,3,"i am very flat chested so it hung well, but there is lots of shirt.",
109,4,both went back in exchange for two wearable items.,
110,0,I was very excited about this dress but when it came i saw it had too much going on.,
110,1,it either needs the ruffle taken away ( my first choice) or the halter part taken away.,
110,2,in the end i think it needs to go back.,
111,0,I'm normally a 10/12 and ordered the m/l.,
111,1,the body was a little big but ok.,
111,2,the arms are really wide.,
111,3,there are snaps to make them tighter but it doesn't do much.,
111,4,i do like the embroidery.,
111,5,it's an ok jacket but the fit could have been better.,fit
112,0,"Really liked this dress, but it ran too big for me.",
113,0,"5'7"", 34c, 28 jeans, size 4 dress.",fit
113,1,"fell in love with the pattern in particular, knowing the design might not work best for my body.",
113,2,ordered the size small - it was not unflattering - but it did nothing for my body type.,fit
113,3,"if anything, the excess fabric made me appear wider and made my waist non-existent.",quality
113,4,the trouble was that the skirt portion has the elastic band starting high - approximately right under your chest - almost like an empire waist (this is hidden by the flap of material hanging over,quality
114,0,I wanted to love this sweater but the fit is off slightly.,fit
114,1,i ordered my regular size xs and the chest/shoulder area fits nice but the waist comes very tight and not flattering to wear unless style similar to the model with a tucked in look.,fit
114,2,nice color and decent quality fabric but not my favorite fit.,"fit,quality"
114,3,going back to the store.,
115,0,Loved the pattern and colors of this dress.,
115,1,the material was extremely heavy.,quality
115,2,the shoulders and across the back was very small so that i couldn't lift my arms or put them out straight in front of me.,fit
115,3,but then the rest of the dress was huge and shapeless.,
115,4,sadly i had to return it.,
116,0,I absolutely love the look and fit of these jeans.,fit
116,1,i did have to size down.,fit
116,2,i ran into problems after washing.,
116,3,"the fraying on one leg was twice that of the other, looking very unbalanced.",
116,4,after looking closely i found that one leg had a top stitching very close to the fray to prevent further fraying.,
116,5,"the other leg did not have this stitching, thus the fraying double in size.",fit
116,6,i have sent a request to customer service for a replacement pair.,
116,7,these are adorable jeans just be sure to check for stitc,
117,0,"The shorts are very cute, very nice quality and intricate detailing!",quality
117,1,the sizing is tight in waist and very big in legs not flattering at all.,fit
117,2,"i'm 5'1"", 115 lbs.",
117,3,they are going back.,
118,0,So i haven't actually tried this and i'm sorry for the misleading star rating.,
118,1,i just wanted to get someone's attention on the length.,
118,2,"the photos show the dress draping with almost a train even with the model in platform heels but in the video, the dress is about 2 inches off the floor.",
118,3,is it the model in the video that is extra tall?,
118,4,someone help me out.,
118,5,"this looks gorgeous but since it's an online exclusive, i won't be able to try it on at the store.",
119,0,Slouchy relaxed fit.,fit
119,1,well sewn together and hangs well on the body.,
119,2,bottom hem hits upper thigh.,
119,3,"good length and soft, easy fabric.",quality
119,4,light layering option as well.,
119,5,"good spring jacket, can be kept on indoors without getting too hot.",
120,0,I received these as a christmas gift.,
120,1,"they are really cozy: warm, soft and super comfortable.",
120,2,"however, they stretch out a lot, as there is no drawstring or elastic on the waist band.",
120,3,this leads them to poof out a lot and i have to keep pulling them up.,
120,4,"this is fine for hanging out around the house, but not if you want to wear them out and about.",
120,5,"i'm keeping them because they're so comfortable, but beware how much they stretch. (i am 5'6"", 130 lbs and the size small fits well).",fit
121,0,I tried this on in my usual size and it was tight through the chest because of the lining.,fit
121,1,i would have preferred to wear a cami beneath and then it may have worked.,
121,2,"the color and pattern are gorgeous, the fabric feels a bit weird, kind of dry and rough?",quality
121,3,"would have liked to see this in a longer length, and more tapered.",
121,4,it is an absolute pregnant top.,
121,5,so sad its so pretty!,
122,0,"Saw this on the mannequin and tried it on just for kicks:
________
pros:
- breathable fabric, all cotton, with a lovely color.
________
cons:
- runs large, which is the style of the top anyhow.","fit,quality"
122,1,"however, i was swimming in the medium (and i normally fit in size 10/12 or m/l tops with retailer stuff.",fit
122,2,you can easily size down and have plenty of room left.,fit
122,3,"but if you like it really baggy, then stick with your normal size.",fit
122,4,"for reference, i'm a 36c and hourglass and had ample room in a medium.
- s",
123,0,This runs a little big and falls off the shoulders a bit.,
123,1,i didn't like it as much as i had hoped.,
124,0,I love natural colors and nature themes but this top was a disappointment.,
124,1,i ordered both the small and the xs because retailer can run very large.,fit
124,2,"the small was too big and the xs did not hang correctly, the arms hit at a weird spot and the neckline wouldn't sit right.",fit
124,3,overall the fit was boxy and unflattering.,fit
124,4,the fabric is pretty but the style is well....boring.,quality
124,5,there was just no wow factor for me.,
124,6,i think the fabric deserved a much better design.,quality
124,7,imho i think this top might be better suited fo,
125,0,"I went on a wild goose chase for these jeans, as they were sold out all around the country.",
125,1,i finally got the last pair from some store in the midwest!,
125,2,"they are my favorite pair of jeans, they fit very well.",fit
125,3,"however, for the price, they should not get loose and baggy after 1-2 wears.","fit,price"
125,4,i hate that they need to be washed and dried so often so that they will fit properly.,fit
125,5,expensive jeans should not sag.,price
125,6,"i have abercrombie jeggings for a fraction of the price that never get loose, even after 20 wears","fit,price"
126,0,"I was looking for a basic tee, but this one was just ok...the quality is okay, but it us not as soft as i would have liked.",quality
126,1,"unfortunately,  i will be returning this item.",
127,0,"This sweater has potential, but it wasn't right for me.",
127,1,"the collar isn't flattering on me...too thick, and my shoulders are already broad.",
127,2,"my waist is high, so i need a longer look.",
127,3,"the color is true to size, but it's s little see through...dark bra shows through.",fit
128,0,Like the idea of this shirt so much.,
128,1,but the neckline was still way too low- the top of my bra was visible.,
128,2,wishing the under layer really covered as no way i'm going to another layer to an already layered shirt.,
128,3,"might just be my body type, so might work for someone else, but sending back.",
129,0,"While there is nothing wrong with this top, it didn't really have an retailer feel.",
129,1,"it looked more like something from a dept store, maybe a boutique.",
129,2,"i got on sale but sending back bc i just don't like it that much, especially next to my pale skin.",
129,3,i could see it looking much better in someone with darker skin tone.,
129,4,i'm usually a 8/10 med.,
129,5,small in this top fit well.,fit
130,0,Tried this dress on today in the store.,
130,1,"i am a size 10, sometimes a size 8.",fit
130,2,the size 12 was the first size i tried that zipped all the way up.,fit
130,3,however it was still very tight around my stomach and bust.,fit
130,4,"and then from having to size up, it flared out too much at the bottom for my liking",fit
131,0,I am very into the lace tops!,
131,1,"purchased this but it's a very exaggerated swing top and on someone who is 5'3, it feels almost like a tunic.",
131,2,lots of extra material in the back.,quality
131,3,"love the look and if you're tall enough, it should work for you!",
132,0,"This dress is pretty, but there were a few things i disliked.",
132,1,"the overdress is fairly shapeless; however, the slip is fitted and well above the knee.",fit
132,2,"since the overdress is sheer, the shortness of the slip is visible the fabric of the overdress felt rough on my skin.",quality
132,3,"i did like the contrast of textures between the overdress, the slip, and the lace.",
132,4,"finally, as other reviewers have shared, the buttons are not functional, and the v-neck of the overdress is deep.",
132,5,i recommend trying the dress,
133,0,Bought these for the color however these just did not work for me.,
133,1,the 26 was too small and the 27 was baggy.,fit
133,2,i'm 5'3 and typically wear a 26.,
133,3,beautiful color and good denim.,
133,4,"if you are looking for a looser fit, more of a straight leg fit...this is a good jean with a fun pop of color.",fit
134,0,"Given the price, i was pretty disappointed by the quality of the fabric.","price,quality"
134,1,"the dress falls nicely and fits well, but the fabric is cheap...","fit,price,quality"
134,2,i have another maxi dress that i bought for like 20 bucks at store on the boardwalk and it has the same fit and fabric.,"fit,quality"
134,3,i expect a lot more from a dress with this price.,price
134,4,i'd recommend only buying on super-sale.,
135,0,I really wanted to recommend this sweater but honestly can't now.,
135,1,"i was attracted to the softness, simplicity and sale price but its longevity ruined it.",price
135,2,"wrinkles, pills and loses shape quickly.",
135,3,"if you still want to get it, consider your shoulders and how knits like this fit on you.",fit
135,4,this sweater runs tts to large depending on your shoulders and bust size.,fit
135,5,the styling is excellent--very versatile.,
135,6,but the yarn is too delicate and fussy.,
136,0,"As other reviewers have noted, the fit of this tee is very boxy.",fit
136,1,"it looks okay tucked-in to high waisted jeans, but otherwise is unflattering.",
136,2,"also, the color is described as black, but mine looks like a navy blue in person.",
136,3,"i kept the shirt because i live overseas and returning it would have been difficult, but if able to, i would have returned it.",
137,0,It does run a little small.,fit
137,1,my regular 2 fit but snug.,fit
137,2,the colors were drab and the material felt like straw.,quality
137,3,the lining is really silky and nice.,
137,4,just didn't work for me .,
138,0,So the dress is interesting.,
138,1,"has an asymmetrical wrap look, short, sexy length (i'm 5'3"" and the petite barely covers my assets), and a neckline that implies sexy without actually displaying the girls- it crosses over and stays closed, but looks sexy and plunging.",
138,2,but the shoulders are what make it look matronly.,
138,3,they're wide- from neck out to the outer edge of my shoulder/upper arm.,
138,4,"they show no shoulder at all, which is really an odd design when the rest of the dress is sexy-ish.",
138,5,i looked back,
139,0,I ordered the stress in an xl.,
139,1,i usually wear a size 12 in most retailer clothes.,fit
139,2,the pattern and the flow of the dress is very beautiful but it runs extremely small.,fit
139,3,"also, i felt that i was choking.",
139,4,it is better suited for thin women.,
140,0,The fabric is flimsy and not substantial.,quality
140,1,i thought it ran a little small.,fit
140,2,"i usually wear a large in this style, but it was too tight.",fit
141,0,"Like the other reviewers, i agree that this sweater is waaaay shorter than it looks on the model.",
141,1,i think she's wearing a large size and it's probably cinched in the back.,fit
141,2,"still cute, though!",
141,3,"i'm 5'9"" 145 and a medium fits well -- looks cute with high-waisted jeans (which i wear anyway).",fit
142,0,It's a pretty top with a lot of intricate detail and love the edge the studs give it but it looks fuddy duddy in ivory.,
142,1,looks nicer in black but you loose some of the detail in the dark color.,fit
142,2,"the lace is not soft either but has more of a polyester, slightly scratchy feel.",
142,3,sizing is true to size and it fits well if the style floats your boat.,fit
143,0,The quality and color is great on this top.,quality
143,1,the neckline just seemed a be pulled a little too tight on the one side of my neck to be a true off-the -shoulder look.,fit
143,2,and to wear it as a cowl neck (or actually looks like a boat neck) just makes it too ordinary- since i love the off the shoulder look.,
143,3,it fit me everywhere else and the slim waistline of this top is super flattering- so i think my size was right.,fit
143,4,the cut of the neckline just needed to be more more definitive one way or the other.,
144,0,"I am 5' 7"" with an athletic build (small chest, small waist, muscular hips/thighs).","fit,quality"
144,1,this shirt just hangs on me and makes me look much larger than i am.,
144,2,"i purchased a small, an extra small would be way too short.",fit
144,3,i could see how it works for fuller figured girls.,
145,0,These looked super cute online and i was excited about getting them.,
145,1,i wanted that slightly baggy look to be able to carry them off similar to the model.,
145,2,so i referred to the size chart and ordered the size that said it would allow this.,fit
145,3,based on the size chart for this item...it is wrong.,fit
145,4,i should have had extra room.,
145,5,instead they were tight around the hips.,fit
145,6,i measured my hips before ordering and i am a seamstress....so i know where and what to measure.,
145,7,this is a nice quality product though...j,quality
146,0,"Looks nice and
i did like the button detail on the collar.",
146,1,colors are nove and the feel is soft.,
146,2,i would probably have to get a petite smaller size.,fit
147,0,I was very excited to try out this dress.,
147,1,"i've been looking for a velvet dress for a couple of years now, and..",
147,2,i'm not digging this one.,
147,3,the fabric itself was a let down right off the bat.,quality
147,4,it's cheap looking to me.,price
147,5,"i've seen nice velvet and this is very shiny, thin, and slightly sheer!",
147,6,"the dress cut itself is what i was expecting, a loose baby doll type dress.",fit
147,7,the length hit above my knees.,
147,8,"the overall effect made me feel very ""gypsy-ish""...my husband gave a firm no!",
147,9,when he saw me walk out of,
148,0,I loved this dress and tried on the xs in the store and then ordered the petite.,
148,1,i thought if i ordered the petite it would not be as baggy.,
148,2,it is just way to boxy/baggy for someone my height and weight.,
148,3,however i would recommend to someone taller because the velvet is great quality and it would have been an amazing dress to have for fall and also for winter.,quality
148,4,"for reference i am 5'0"" and weight 113 pounds.",
149,0,"This was the dress i was most excited about in the new arrivals, but sadly it didn't live up to expectations.",
149,1,"unlike the first two product photos, the dress is baggy and empire waisted, and the black trim is the thin one shown in the last two product photos.",
149,2,"the dress is slip on with no zipper or tie, and on me there were about 4+ inches to spare at the waist.",
149,3,"all in all it felt sloppy, such a shame as i would have loved the original design online.",
149,4,"anyhow, i wanted to share photos of the real",
150,0,I received this shirt in my typical xs and it fits perfectly.,fit
150,1,i?m not crazy in love with it but i also don?t dislike.,
150,2,the shirt is on the thin side.,
150,3,"do i need to wear a cami underneath it, no.",
150,4,my concern is holes.,
150,5,it does remind me of a material that could develop some holes after some wear and washes.,quality
150,6,with that being said i?ll wash this shirt in cold water and hang dry and hopefully that will prevent holes from developing.,
150,7,the length is fine and i do like the slits in front?it adds a little dim,
151,0,"The other reviewers are right, this runs huge.",
151,1,why have a number of cute tops been running so large lately?!,fit
151,2,i'm 5'1 and 100 lbs and was drowning in the xxs petite.,
151,3,it also almost reached my knees.,
151,4,i thought it'd be a cute little tunic to wear in the fall but it just looks ridiculous because of how large it is and how there's no taper or shape.,fit
151,5,maybe even order 2 sizes down.,
151,6,the quality is pretty good if you can make the sizing work for you.,"fit,quality"
152,0,Perfect summer pants until i wanted to pet my dog and they ripped first time wearing them.,
153,0,This gorgeous &amp;amp;amp; beautiful dress is hampered by a see-through unlined bodice and all viscose/polyester fabrication.,
153,1,"by the way, did you see the price tag?",price
153,2,at least the skirt is lined.,
153,3,"if you have deep pockets and don't mind the slightly rough fabric, go for it.",quality
153,4,and wear a nice bra.,
153,5,size up if you're busty.,fit
154,0,"I am a petite size 10 and 5&#39;1&quot;     i love the fabric and style of the dress, but found it to be too much dress for me.","fit,quality"
154,1,"the skirt is very full and with the top i feel it would look better on a thin, taller person.",
155,0,I wanted this top to fit.,fit
155,1,i ordered a large and was swimming in it.,fit
155,2,i returned it to the store where they had it in all sizes.,
155,3,i tried on a medium and it was still too big and then a small that fit but i just did not love it.,fit
155,4,i did not have trouble with it being cut too low.,
155,5,i think it might look best on someone who is straight up and down and not hourglass since it blouses over the waist.,
155,6,this print is soooo pretty!!,
156,0,I really wanted to love this top.,
156,1,i got it in xs in peach.,
156,2,the color is beautiful.,
156,3,i wish they had this exact same color in the boardwalk stroll top.,
156,4,the v neck was way too low and i don't want to have to wear a tank underneath.,
156,5,i would be willing to try an xxs but it's been sold out for awhile now and looks like it's not coming back.,
156,6,"if the size were smaller, v neck higher up, and the top portion of the dress more fitted, it would be the perfect tee!",fit
157,0,"The shirt design is very nice, but it fits very loose.",fit
157,1,it will not look good if you are heavier as this shirt will make you look wider because of the baggy fit.,fit
157,2,the sleeves though are fitted and feel a little tight.,fit
157,3,the material of the sleeves also is very itchy and feels like some wool material.,quality
158,0,This shirt is such a pretty color i was so excited to get it...,
158,1,however i felt like the fit was not flattering.,fit
158,2,it sort of just hung on me.,
158,3,didn't do much for me.,
158,4,i actually ended up returning it.,
159,0,I wanted to love this top so badly.,
159,1,"between the beautiful photos and the good reviews, i didn't think i could go wrong with it.",
159,2,"unfortunately, it just didn't look great on.",
159,3,"the bust area sagged on my smaller chest, and then the top flared way out from the waist down.",
159,4,it doesn't lay even remotely flat like the photos would have you believe.,
159,5,maybe this would look better on hourglass or slim types.,
159,6,the quality does appear to be good -- the material is weighty and soft.,quality
160,0,Bought in white.,
160,1,it has a ribbed detail that makes ir only for casual wear.,
160,2,the white is pretty sheer.,
160,3,will return.,
161,0,I loved these pants.they are so comfortable.,
161,1,"however, after just wearing them twice, the threads of the leaves are fraying, and leaving lint on whatever i sit on.",
161,2,the leaves at the seat of the pants are now slowly disappearing.,
161,3,this after wearing twice to work!,
161,4,"i imagine after a few more wears that the leaves at the seat of the pants will be close to gone, or at least much less ""white"" with threads then the rest of the places.",
161,5,this is super unfortunate and will be returning.,
161,6,"too bad, they were l",
162,0,Agree with other reviewers: this runs narrow in the skirt.,
162,1,"the top is also quite low-cut, and it's already lined so i can't see wearing a cami or slip.",
162,2,"i like the black-and-white print and the shape, and might have tried a size larger in the store.",fit
162,3,"finally, it's an awkward, unflattering length.",
162,4,"i'm 5'4"" and it hit below my knee.",
163,0,This dress is not what i expected.,
163,1,the bottom half is wool-like material-looks like someone has worn it.,quality
163,2,the top snags easily so you must be careful when wearing jewelry.,
163,3,when i received the dress i noticed there were two small holes under the arms.,fit
163,4,"i wouldn't of paid full price but for the amount, i sewed up the holes and packed it away for winter.",price
164,0,"First, the good: i like the basic shape of the jacket, with its crisply cut lapels
and rounded corners at the bottom...the functional pockets (including the
cool watch pocket), the size of the buttons, the color.",fit
164,1,"i got the honey,
and it was lovely and intense,.",
164,2,"now, the bad:
i got the regular 8.",
164,3,the jacket is at least an inch too short.,
164,4,"although it's
a small, tight 8, the sleeves are strikingly too long.",fit
164,5,"they would have to
be folded, and the lining which would show is not that attractive.",
165,0,I ordered this pants in white and black.,
165,1,i read the reviews and weren't that bad.,
165,2,i am 5'6 and 125 lbs.,
165,3,i got them in size small.,fit
165,4,they are way too big.,
165,5,the small size seems to be xl and they are way too long for someone who is maybe 5'8 or 5'9.,fit
165,6,i have to returned them.,
165,7,quality is ok looking on my opinion.,quality
166,0,"I really like the color of this and the feel, but that is where it ends.",
166,1,"it does not come with the gorgeous flattering belt that it is pictured with, and is cut without shape so it does not fit to your body and show off any glorious womanly curves.",fit
166,2,"i could purchase the belt with it, but i don't prefer to purchase products that cannot stand on their own.",
167,0,Great fabric but unfortunately it did not look good on me.,quality
167,1,"maybe on a tall person, i'm only 5'4"".",
167,2,really wanted to like this...,
168,0,I love the shape at the neck but the lack of shape really distracted me from loving this top.,
168,1,"the fabric is nice but the big, boxy shape on the bottom doesn't do much for you.",quality
168,2,i agree with the other reviewers tha this top would be great as a maternity top because it really is cute if you have a baby bump.,
168,3,returning the top.,
169,0,This shirt is cute.,
169,1,"i like the pleated neck as it makes the top feminine, while still casual.",
169,2,it is made of very soft fabric and drapes nicely.,quality
169,3,the only issue is that the seam/pleat that runs down the middle is off center.,
169,4,i think the fabric was cut incorrectly so the seam twists to one side after i have it on for a few minutes and move around.,quality
169,5,i keep having to twist it straight which is very annoying.,
170,0,"This shirt had everything going for it - the cut, the length, the fun texture, but when i stepped into the light it was totally see through.",
170,1,i don't want to have to wear another shirt underneath.,
170,2,this one is going back.,
170,3,"definitely not a swing, but still cute.",
171,0,"After reading the reviews i decided to give this a try, but it just didn't work on me.",
171,1,"i'm 5'8, smaller on top, and usually wear m in retailer sizes.",
171,2,this was ok in the shoulder and arm area but a little too snug for me in the hips.,
171,3,"also, the diagonal striping made my boobs disappear and the pattern at the bottom emphasized my tummy and rear.",
171,4,not exactly the look i was going for.,
171,5,back it goes.,
172,0,"I ordered this item when it was first advertised, fell in love with the unique pattern in the top and could hardly wait for it to get here.",
172,1,"however when i received the top i was very disappointed, the fabric is cheap, the sleeves are tight and the overall product is of poor quality and poorly constructed.","fit,price,quality"
172,2,needless to say i returned it.,
173,0,I ordered 2 sizes to try for in store pickup.,
173,1,"both were too large, so size down (i am 5'4"", 125 lbs and the s was too large in the neck and body, even though i generally wear things large).",fit
173,2,"also, the collar was a hemmed flat collar, not the roll collar depicted.",
173,3,"i reviewed that with the salesperson as well -- we were both at a loss to explain why, and the tiger embellishments were more orange, yellow and glittery on the ones i ordered.",
174,0,I ordered 2 dressed in 2 different sizes.,
174,1,neither fit...,fit
174,2,both were very tight...,fit
174,3,runs very small.,fit
175,0,Very pretty and has potential.,
175,1,only down side - i thought it was more like a cardigan with sleeves but it's really more of a shawl and the photos and descriptions are misleading,
176,0,I have been wanting this sweater and decided to order.,
176,1,"when i received it, there was no tag on the product.",
176,2,it was not in a typical clear bag from retailer and it wasn't packaged nicely.,
176,3,"it came from reno, nv.",
176,4,most products i order do not get shipped from there.,
176,5,"it is short, and i'm 5'1"".",
176,6,most clothes that are short fit me with no problem.,fit
176,7,"this sweater might hit me at the waist, or maybe shorter.",
176,8,i think the color is nice and the sweater is soft but not what i wanted.,
176,9,i am going to return it,
177,0,I loved this shirt online and ordered it in blue immediately even though i usually hesitate to spend over $100 on casual blouses.,
177,1,"unfortunately, i was super disappointed when it arrived.",shipping
177,2,the lace does not contrast as much as shown in these pictures and it just doesn't look all that special.,
177,3,"having said that, it is super comfy and soft and the sizing is generous - it may run big on you if you have a small chest.",fit
177,4,"all in all, i would buy it on sale but certainly not worth the price tag!",price
178,0,I purchased these in a 26 petite and a 26 regular.,
178,1,the 26r was too long and bunched up terribly pass the knee.,
178,2,they were also loose in the waist and overall body.,fit
178,3,"the 26p fit great in the waist and body, however; past the knee it was too tight and again it bunched but not as bad as the 26 reg.",fit
178,4,the overall quality of the jean seems fairly good.,quality
178,5,the fit just did not work for me so these go back and the hunt continues for white jeans.,fit
178,6,would love it if they made the hyphen jeans in white.,
179,0,"The dress at first glance is pretty, feminine, and a timeless shape.",
179,1,sadly the quality just isn't there.,quality
179,2,"i ordered online and was excited trying it on (dress fit true to size for me, all be it a little snug in the chest).",fit
179,3,"the zipper is super cheap, hard to get up or down on or off the hanger.",price
179,4,"the appliquã©s are sewn onto a super flimsy netting, already coming detached without even having worn it.",
179,5,"i could see this dress catching on ""everything"" and tearing easily.",
179,6,given the quality i'm return,quality
180,0,I ordered my normal size 6 in this dress and could barely get it on.,fit
180,1,it runs very small.,fit
180,2,i would suggest going up a size or maybe even two sizes up.,fit
181,0,Bought this in the white.,
181,1,i found it to run narrow in the shoulders and tight in the biceps.,fit
181,2,"i typically vacillate between a m and l, and because of the two aforementioned factors i went with the large, which means overall the shirt is very billowy on me in the chest area and hangs very long.
----------
the fabric is soft, and the weight of this shirt is season-less; always a plus.","fit,quality"
181,3,"it is not sheer by any means, but if you have a tattoo (like i do) you will be able to see it.
---------
quality is",quality
182,0,I have mixed feelings on these.,
182,1,i ordered the honey which is a mustard color as shown in the picture.,
182,2,"they are true to size, cute, and comfortable.",fit
182,3,i washed them the first time with a load of darks and the color ran onto other clothes.,
182,4,plus the pants looked a little streaked in some areas.,
182,5,"i'm not sure if this was a bad lot, but back to the store they went.",
183,0,Beautiful pattern and shape!,
183,1,however i had to send it back!,
183,2,it is extremely see through and ran very small!,fit
183,3,i even sized up and it still pulled in the bust area!,fit
183,4,maybe someone with a smaller bust might fit them better!,fit
184,0,"Comfortable, stretchy fabric.",quality
184,1,i ordered the xs and will probably take the sides in at least a couple of inches for a snugger fit...the fit is looser than it looks on the model.,fit
185,0,I am on the fence about this top.,
185,1,i like the color but i'm not sure what to make of the style.,
185,2,"the top part of it, around the chest and straps is lovely and flattering, but the bottom flairs out way more than i like.",
185,3,the back is longer than the front and it's almost a pregnancy top in how much it flairs.,
185,4,"it's also quite thin and flimsy material given how expensive it is, even with the tag sale.","price,quality"
185,5,"the color, pattern and the chest part of the top is nice enough that i may keep this one, but, as i sa",
186,0,Great item.,
186,1,ordered for my wife for christmas.,
186,2,"received it and the medium petite waist size measured at approximately 26"" (so it is at least 2"" off the standard--and a thick material needs a bit more room to fit well).","fit,quality"
186,3,disappointed!,
186,4,replaced with next size up...we'll see!,fit
187,0,"Loved the print/pattern and the light grey.....i think it might have been better if reversed (it has a v in the back, and the front neckline was very intrusive and scratchy to me).",
187,1,i'm normally a small but got this in a medium and it was very short on me.,fit
187,2,wish it could have worked but returning it.,
188,0,"I bought the s; came with a tag saying ""sz 8"".",
188,1,"it is in fact more like a size 2, if not 0.",fit
188,2,"the bust is probably a 34 a or b, or 32a or b - the cups fit me relatively well, but the rest was so tight that i could barely manage to put put it in.",fit
188,3,"i can't imagine wrestling with this bathing suit each time i want to wear it, so i will return it.",
188,4,"the fabric, design is as spectacular as it looks though...",quality
188,5,very good quality.,quality
189,0,Wow.,
189,1,this didn't work for me.,
189,2,loved the red color and drape and subtle shine of the fabric.,quality
189,3,but it fit like a sack.,fit
189,4,and you could see deeply into the armpits from the side revealing my bra and more.,
189,5,way too long.,
189,6,i looked silly.,
189,7,maybe it was the size.,fit
189,8,"i'm 5'3"" and ordered the large.",fit
189,9,this was my first retailer dress order but i'm not giving up.,
189,10,maybe the petite would have been a better fit.,fit
189,11,"don't think i'll try again with this one, however.",
190,0,"I ordered the red color way, and the bird print is very cute.",
190,1,"that said, it is cut a-line and not like a regular button down.",
190,2,"through i found it tts and good quality, it was shorter than i would have liked.",quality
190,3,this exaggerated the a-line shape.,
190,4,"i didn't completely dislike it, but i didn't love it either.",
191,0,This is quite large for akemi & kin i typically wear a medium but will be returning for a smaller size.print and flow of top are stunning.,fit
192,0,"Very cute dress, just way too big.",
192,1,"i ordered it online, wish i would have gone a size smaller.",fit
193,0,I didn't plan to wear this off shoulder.,
193,1,sadly the neck is too loose and big if worn on shoulder.,fit
193,2,the fabric is nice.,quality
193,3,i liked the vintage looking design that's black with purple flowers.,
193,4,"the body has a lot of fabric and although i ordered size large, i would size down to a medium if i were to reorder.","fit,quality"
193,5,"don't think i will, though.",
194,0,This dress is the perfect combination of bohemian chic.,
194,1,"however, the slip below the dress runs a tad bit small.",fit
194,2,i have a wide rib cage and normally wear between a 04-06.,
194,3,the dress would have been just perfect if the slip was a bit larger.,
195,0,"I found the color to be a bit blah, and the sweater is chunky and is a tad too short for wear it lands.",
195,1,"also, because of its ""chunkiness,"" it doesn't tuck in as nicely to a pair of jeans as it appears to on the model.",
196,0,I don't have the right body to pull this off.,
196,1,"too many awkward styling issues (length, slits, tie, stitch quality) so this will have to go back.",quality
196,2,maybe if i was taller and slimmer this would be good.,
196,3,"alas, it isn't meant to be...",
197,0,"I ordered this dress in two sizes, pxs and ps.",
197,1,they both arrived in a timely manner but the pxs was snagged upon arrival.,shipping
197,2,there were a few other reviewers that stated the dress snagged easily but i loved the classic look of this dress so i thought i would take the chance.,
197,3,unfortunately i had to take both back to the store because the potential for snagging the fabric was too high even considering the sale price.,"price,quality"
197,4,"also, the dress comes with a cotton slip but the slip for the pxs was tiny while the",
198,0,"It was a hard decision, but i'm returning these.",
198,1,they're definitely pretty and well-made.,
198,2,they drape nicely.,
198,3,"ultimately, they are too high-waisted and too billowy for most of my tops (which are mostly long and billowy).",
198,4,these trousers are too nice to wear with most of my fitted tanks.,fit
198,5,"even a normal-length t-shirt, untucked, draped weirdly and came down too far on these high-waisted pants.",
198,6,"i guess they're too ""formal"" for what i had in mind - pictured them more like a maxi skirt.",
198,7,if they were hal,
199,0,The fit is a bit loose in the body (more than you can tell on the model) - more like a true swing style top.,fit
199,1,"i feel the arms are a good fit, but i ordered one size up from my normal since i'm planning to wear this as a maternity top.",fit
199,2,arms are definitely a size smaller than the body.,fit
199,3,"the ruffles at the bottom are a bit odd, but overall i still like it.",
199,4,the cutout notch at the collar is super cute!,
