row_index,sentence_id,aspect,sentence,proxy_label,rating,label_source,sent_pred,teacher
392,0,fit,"This is my first pair of mcguire jeans, and i like the fabric and fit.",positive,4,rating,2,doc+sentence_consensus
392,0,quality,"This is my first pair of mcguire jeans, and i like the fabric and fit.",positive,4,rating,2,doc+sentence_consensus
392,1,fit,thank goodness for petite sizing!,positive,4,rating,2,doc+sentence_consensus
392,2,fit,"these 32p fit just right on my hips, with no gap between the waistband and my body.",positive,4,rating,2,doc+sentence_consensus
393,0,fit,Adorable sweater with a loose knit that helps slim down my man-back appearance.,positive,5,rating,2,doc+sentence_consensus
393,2,quality,"not clingy, very soft fabric doesn't accentuate bulges so i am happy about it's forgiving silhouette.",positive,5,rating,2,doc+sentence_consensus
394,0,quality,"I walked into retailer with low hopes of finding a dress for a friend's spring wedding, as a lot of this season's dresses are more casual, but was drawn to this pretty number for multiple reasons: it can certainly be dressed up or down depending upon accessories, the fabric feels incredible, it has pockets, and it's really fun yet classy as heck.",positive,5,rating,2,doc+sentence_consensus
395,3,fit,"normally i would wear a 2 at retailer, but the only choice i had was 0 and it fit.",positive,5,rating,2,doc+sentence_consensus
396,2,fit,the bodice fits really nicely.,positive,5,rating,2,doc+sentence_consensus
396,3,fit,true to size.,positive,5,rating,2,doc+sentence_consensus
397,1,fit,"super soft, definitely runs a little big (5'6"" 140 lbs i ordered the small) but not in an unflattering way.",positive,5,rating,2,doc+sentence_consensus
399,0,price,I thought this dress was worth reviewing since my opinion differs from many others.,positive,4,rating,2,doc+sentence_consensus
399,1,fit,"i agree that the fabric is quite thin compared to what you may be used to with byron lars dresses, but the flattering fit and quality (has a nice built in slip) i found to be what you may expect from the brand.",positive,4,rating,2,doc+sentence_consensus
399,1,quality,"i agree that the fabric is quite thin compared to what you may be used to with byron lars dresses, but the flattering fit and quality (has a nice built in slip) i found to be what you may expect from the brand.",positive,4,rating,2,doc+sentence_consensus
399,5,fit,i ordered several size,positive,4,rating,2,doc+sentence_consensus
401,2,quality,however -- the fabric!!!,negative,2,rating,0,doc+sentence_consensus
402,1,fit,this blouse runs true to size i purchased in my normal size small.,positive,5,rating,2,doc+sentence_consensus
403,1,fit,"when i received it, i was surprised about two things: 1) the material was kind of puffy (not bad, just weird), and 2) it was too big on top - rare for a petite size - even though it fit everywhere else.",neutral,3,model_relabel,1,doc+sentence_consensus
403,1,quality,"when i received it, i was surprised about two things: 1) the material was kind of puffy (not bad, just weird), and 2) it was too big on top - rare for a petite size - even though it fit everywhere else.",neutral,3,model_relabel,1,doc+sentence_consensus
404,2,fit,i had no issues with the fit.,positive,5,rating,2,doc+sentence_consensus
405,0,quality,Great feature...perfect lacing...do not need to worry that it is too low since there is material behind the bottom of the lacing.,positive,4,rating,2,doc+sentence_consensus
406,1,fit,"i?m 5?3?, 117 lbs and a 33a and thought it was a little snug so i tried on the small and that was way too big so i kept the xs.",positive,5,rating,2,doc+sentence_consensus
406,3,fit,"recently i purchased the black, x-small and this i love.",positive,5,rating,2,doc+sentence_consensus
408,0,quality,"I love the lace up design and bought the red xsp, fabric is a bit thin and mediocre quality, but over all happy with purchase.",positive,4,rating,2,doc+sentence_consensus
408,3,fit,thanks you for offering this top in a petite size. :),positive,4,rating,2,doc+sentence_consensus
409,1,fit,other reviewers said that it ran large so i ordered a size down and it fit perfect.,positive,4,rating,2,doc+sentence_consensus
409,3,fit,"i want to exchange it in the store but seeing that the size is not longer available online, i'm not really sure i'll find another one in my size.",positive,4,rating,2,doc+sentence_consensus
410,1,fit,"it's snug fitting so can't wear anything bulky under it, but super stylish and comfy stretchy material.",positive,5,rating,2,doc+sentence_consensus
410,1,quality,"it's snug fitting so can't wear anything bulky under it, but super stylish and comfy stretchy material.",positive,5,rating,2,doc+sentence_consensus
410,2,price,it's a bit pricey but i get a lot of wear out of it so worth it to me.,positive,5,rating,2,doc+sentence_consensus
412,3,fit,i ordered an 8 and it fit well.,positive,5,rating,2,doc+sentence_consensus
414,5,fit,i usually wear small or xs in tops and the small fits nicely.,positive,5,rating,2,doc+sentence_consensus
415,0,fit,I found this to fit tts.,positive,4,rating,2,doc+sentence_consensus
415,1,fit,"i sometimes wear petite, but found the petite sizing to be a little off.",positive,4,rating,2,doc+sentence_consensus
415,3,fit,i opted for the regular sizing and got a 6; it fits great.,positive,4,rating,2,doc+sentence_consensus
416,0,fit,I ordered the mustard yellow in 10 and found the shirt to fit true to size.,positive,4,rating,2,doc+sentence_consensus
417,1,fit,it's fairly fitted in my opinion; the sleeves are pretty snug but there's stretch to them.,positive,4,rating,2,doc+sentence_consensus
417,2,fit,"i was fine with the fabric and the size xs (i'm ~105 lbs, 34aa) even though sometimes i fit better in xspetite.",positive,4,rating,2,doc+sentence_consensus
417,2,quality,"i was fine with the fabric and the size xs (i'm ~105 lbs, 34aa) even though sometimes i fit better in xspetite.",positive,4,rating,2,doc+sentence_consensus
418,1,quality,i liked the material and the melon/ salmon color which i ordered was more vibrant in person.,positive,4,rating,2,doc+sentence_consensus
418,2,fit,this does run large so i wished i had ordered one size down.,positive,4,rating,2,doc+sentence_consensus
419,0,fit,"5'6"" 113lbs purchased size small in rich navy.",positive,4,rating,2,doc+sentence_consensus
419,2,fit,i like that the fit is slim but not constricting on legs as all my yoga pants.,positive,4,rating,2,doc+sentence_consensus
420,2,fit,i'm usually a large petite but this is snug in the chest.,positive,5,rating,2,doc+sentence_consensus
421,2,fit,"i am fit, look way younger than my age and get so many compliments when i wear these jeans.",positive,5,rating,2,doc+sentence_consensus
421,4,fit,"i'm 5'2"", 115 libs and they definitely fit tight in a good way.",positive,5,rating,2,doc+sentence_consensus
421,6,fit,they are not small like the white mother ankle fray jeans for sale on the site now.,positive,5,rating,2,doc+sentence_consensus
421,7,fit,those definitely run smaller so these are true to size with a tight fit.,positive,5,rating,2,doc+sentence_consensus
422,2,fit,definitely has enough extra room to slip a hoodie or small seater on underneath when it gets colder.,positive,5,rating,2,doc+sentence_consensus
423,2,fit,"i ordered a second size 4, hoping that it would fit better.",positive,4,rating,2,doc+sentence_consensus
423,8,fit,i've tried another of his dresses and it fit perfectly.,positive,4,rating,2,doc+sentence_consensus
424,3,fit,i purchased this top in red and initially in petite but ended up returning it for the regular size.,positive,4,rating,2,doc+sentence_consensus
425,1,price,good quality and great sale price.,positive,5,rating,2,doc+sentence_consensus
425,1,quality,good quality and great sale price.,positive,5,rating,2,doc+sentence_consensus
428,2,quality,appeared online to be a bit more of a sweatshirt material but it has so much structure and holds its shape!,positive,5,rating,2,doc+sentence_consensus
429,3,fit,the chest area is not made for large chests.,neutral,3,model_relabel,1,doc+sentence_consensus
429,6,fit,"the layers, fabric, and colors are truly pretty but the design/fit is disappointing.",neutral,3,model_relabel,1,doc+sentence_consensus
429,6,quality,"the layers, fabric, and colors are truly pretty but the design/fit is disappointing.",neutral,3,model_relabel,1,doc+sentence_consensus
430,2,fit,"i bought it without trying on figuring a small would work, but it was much too tight and the lace top reminded me of vans shoes.",neutral,3,model_relabel,1,doc+sentence_consensus
431,1,quality,both colors vibrant and material of shirt is nice cotton blend.,positive,5,rating,2,doc+sentence_consensus
432,0,fit,This is the most flattering shirt--love the fit and color!,positive,5,rating,2,doc+sentence_consensus
434,3,fit,i ordered a size large and the fit is okay.,positive,4,rating,2,doc+sentence_consensus
434,5,fit,i kept the large as there is no closure to the vest.,positive,4,rating,2,doc+sentence_consensus
435,3,fit,it runs true to size but is very fitted.,positive,5,rating,2,doc+sentence_consensus
437,3,quality,"to me, the fabric feels soft and thick, very nice.",positive,5,rating,2,doc+sentence_consensus
439,1,fit,"it's loose and flowy and comfortable, yet dressy enough to wear for work (or dress down with jeans).",positive,4,rating,2,doc+sentence_consensus
439,3,fit,"i could've sized down a little but i actually liked the loose fit, and the length was long enough to tuck in if i wanted to.",positive,4,rating,2,doc+sentence_consensus
440,0,price,I purchased the navy in this top and i really like the design and the style for the price (i believe the navy is on sale).,positive,4,rating,2,doc+sentence_consensus
440,2,fit,"i might have been better off sizing down, but i bought it online, so i just decided to live with it.",positive,4,rating,2,doc+sentence_consensus
440,3,fit,"pretty top, though i do think it runs large.",positive,4,rating,2,doc+sentence_consensus
443,2,fit,"having said that, the cut is nice, the fabric is lightweight and flows nicely, and the fit was fine on me.",positive,5,rating,2,doc+sentence_consensus
443,2,quality,"having said that, the cut is nice, the fabric is lightweight and flows nicely, and the fit was fine on me.",positive,5,rating,2,doc+sentence_consensus
444,1,price,i ordered this top because of how beautiful it looked on the model and the price.,positive,3,model_relabel,2,doc+sentence_consensus
444,2,shipping,when it arrived i was so excited!,positive,3,model_relabel,2,doc+sentence_consensus
444,5,fit,i ordered a size 8 knowing that my chest could be a potential problem.,positive,3,model_relabel,2,doc+sentence_consensus
446,3,fit,"i am normally a size small and bought a size 2 (i tried on a 6 in the store just to see what it looked like, fell in love with the look and the retailer associate recommended i buy a size 2).",positive,5,rating,2,doc+sentence_consensus
447,1,quality,the fabric is a normal t-shirt kind of fabric (i was hoping it would have been kind of special) and the v-neck in the front does go down a ways so that some cleavage is showing.,positive,5,rating,2,doc+sentence_consensus
449,1,fit,"i got the grey color, petite large, fits perfect.",positive,5,rating,2,doc+sentence_consensus
450,1,quality,it looks and feels like really good quality.,positive,5,rating,2,doc+sentence_consensus
451,1,fit,"it has a gorgeous skirt with a comfortable, form-fitting top.",positive,5,rating,2,doc+sentence_consensus
452,3,shipping,"it was already rolling up when i took it out of the package, and i should have noticed and returned it, but i figured the problem would be easily solved by a good ironing.",neutral,3,model_relabel,1,doc+sentence_consensus
453,1,fit,"it's comfortable, soft and has a relaxed fit that is easy to wear.",positive,4,rating,2,doc+sentence_consensus
455,0,quality,This bra is extremely comfortable and surprisingly supportive considering the lack of padding or firm material.,positive,5,rating,2,doc+sentence_consensus
456,1,fit,i bought the navy in size xs.,positive,5,rating,2,doc+sentence_consensus
456,3,fit,"the dress is fitted, but the skirt flares, making it flattering if you have hips like me.",positive,5,rating,2,doc+sentence_consensus
456,4,quality,"the material is not too heavy so you can wear this 3 seasons fall, winter, spring.",positive,5,rating,2,doc+sentence_consensus
459,5,fit,and it fit me very well.,positive,5,rating,2,doc+sentence_consensus
461,1,quality,"the quality seemed very good, and my overall impression was favorable.",positive,4,rating,2,doc+sentence_consensus
461,5,fit,if you are in between sizes - i definitely recommend sizing down.,positive,4,rating,2,doc+sentence_consensus
462,0,quality,"Nice fabric, very versatile but the knit top and style accentuates your bust.",positive,3,model_relabel,2,doc+sentence_consensus
463,0,fit,"I tried on the usual xs in the patterned style, and it fit really nicely.",positive,5,rating,2,doc+sentence_consensus
465,0,fit,I tried this on in store and since my usual size 6 wasn't available i tried on a 4.,positive,4,rating,2,doc+sentence_consensus
468,0,fit,I ordered this dress in size xl in the grey/red/yellow combination.,positive,5,rating,2,doc+sentence_consensus
472,3,fit,loose in a flattering way (it does not look like a maternity top).,positive,5,rating,2,doc+sentence_consensus
473,2,fit,i think it's a little on the large side for me.,positive,4,rating,2,doc+sentence_consensus
475,0,fit,I ordered size small and medium because i can go either way depending on brands.,positive,5,rating,2,doc+sentence_consensus
475,4,fit,size medium felt tab bit more loose but i thought fabric may stretch a bit after wear so i'm keeping size small.,positive,5,rating,2,doc+sentence_consensus
475,4,quality,size medium felt tab bit more loose but i thought fabric may stretch a bit after wear so i'm keeping size small.,positive,5,rating,2,doc+sentence_consensus
475,6,quality,"although the body of dress is jersey material, it is lined so there is good coverage.",positive,5,rating,2,doc+sentence_consensus
476,0,fit,...there's enough room for a small family to live under the chest and trunk area of the blouse!,positive,4,rating,2,doc+sentence_consensus
476,4,fit,it is lovely and quite fitted across the chest -so that's how i ordered my size and it worked.,positive,4,rating,2,doc+sentence_consensus
477,2,fit,the fit is very comfortable yet still very flattering due to the empire waist and flared sleeves.,positive,5,rating,2,doc+sentence_consensus
477,3,fit,"the fit is true to size, i usually wear a size medium or 10 in retailer tops and the size 10 fit quite nicely.",positive,5,rating,2,doc+sentence_consensus
478,2,fit,this dress fits the bill.,positive,5,rating,2,doc+sentence_consensus
482,1,fit,"there is a little hidden snap or button under the bow at the neck so you don't have to keep fussing with the tie the fit is loose in the waist and high at the neck, so the sheer parts are the only thing to give it a little flirtiness.",positive,4,rating,2,doc+sentence_consensus
485,4,fit,"i may keep it even if the second one is off, because other than that small thing, i think the top wou",positive,5,rating,2,doc+sentence_consensus
486,0,quality,Love the fabric & lace on this top.,positive,4,rating,2,doc+sentence_consensus
487,1,fit,"however, it did not fit me like it does the model in the pic at all.",neutral,3,model_relabel,1,doc+sentence_consensus
490,1,fit,fits so great.,positive,5,rating,2,doc+sentence_consensus
490,4,fit,fits amazing.,positive,5,rating,2,doc+sentence_consensus
490,6,fit,the fit & flare style is super flattering i felt it fit tts.,positive,5,rating,2,doc+sentence_consensus
491,1,quality,"the design is perfect, and the fabric is so beautiful.",positive,5,rating,2,doc+sentence_consensus
491,3,fit,it runs a little large.,positive,5,rating,2,doc+sentence_consensus
491,4,fit,i sized down one size and it fit perfectly.,positive,5,rating,2,doc+sentence_consensus
493,2,fit,i got the small petite but am thinking of exchanging it for the regular xs.,positive,5,rating,2,doc+sentence_consensus
493,4,quality,very pretty and good fabric.,positive,5,rating,2,doc+sentence_consensus
495,1,fit,i wear between a m & l and preferred the large in this dress because i have a large bust.,positive,5,rating,2,doc+sentence_consensus
495,3,quality,i love the lace on this dress because it looks very delicate in the picture but it is very heavy and well sewn onto the fabric.,positive,5,rating,2,doc+sentence_consensus
496,0,quality,A beautiful combination of eyelet with a soft fabric which lays beautifully.,positive,5,rating,2,doc+sentence_consensus
496,2,fit,mine fits perfectly.,positive,5,rating,2,doc+sentence_consensus
498,2,fit,i love how the blouse is a fit-and-flare from the bust.,positive,4,rating,2,doc+sentence_consensus
498,3,fit,it's fitted at the bust (but not tight) and drapes with an a-line style.,positive,4,rating,2,doc+sentence_consensus
498,4,fit,the fit of this blouse is truly flattering to the figure.,positive,4,rating,2,doc+sentence_consensus
500,3,quality,the inside gray material is so soft.,positive,5,rating,2,doc+sentence_consensus
500,6,fit,i bought the x-small and was very surprised at how roomy it was.,positive,5,rating,2,doc+sentence_consensus
501,0,quality,Good quality material.,positive,4,rating,2,doc+sentence_consensus
501,1,fit,i got size 10 which is a little too big - size 8 would probably be better.,positive,4,rating,2,doc+sentence_consensus
502,0,price,"For me, the tag sale is an opportunity to take a second look at items that i may have overlooked earlier, to pick up something fun at a good price.",positive,5,rating,2,doc+sentence_consensus
502,1,fit,i found this dress in two colors in my size in the store!,positive,5,rating,2,doc+sentence_consensus
502,3,quality,length is perfect - just above the knee and the top is flattering with not too much fabric in the skirt.,positive,5,rating,2,doc+sentence_consensus
502,6,fit,larger busted ladies size up.,positive,5,rating,2,doc+sentence_consensus
502,7,fit,it is meant to be fitted in the t,positive,5,rating,2,doc+sentence_consensus
504,1,fit,i am short so i got the 6 petite and it fits perfectly.,positive,5,rating,2,doc+sentence_consensus
506,3,quality,"good length and soft, easy fabric.",positive,3,model_relabel,2,doc+sentence_consensus
507,5,price,the sale price was a huge bonus.,positive,5,rating,2,doc+sentence_consensus
510,0,fit,This shirt is really pretty but the sleeves are so small.,neutral,3,model_relabel,1,doc+sentence_consensus
510,2,fit,i wish it fit but a size large would have been way to long and loose.,neutral,3,model_relabel,1,doc+sentence_consensus
512,0,fit,This blouse fit better than i expected.,positive,5,rating,2,doc+sentence_consensus
515,1,fit,fits true to size and is great quality.,positive,4,rating,2,doc+sentence_consensus
515,1,quality,fits true to size and is great quality.,positive,4,rating,2,doc+sentence_consensus
516,3,fit,"the small fits comfortably up top, but on my petite frame, the top just looked too big, so i went with xs.",positive,5,rating,2,doc+sentence_consensus
519,0,fit,"Based on some reviews i decided to get the regular xs, even tho i am an xs petite (5'2, 107 lb, 32c) i found the fit to be flattering -- fitted enough but not too loose or tight.",positive,4,rating,2,doc+sentence_consensus
519,1,quality,"the length is perfect and work appropriate, and the material has some weight to it.",positive,4,rating,2,doc+sentence_consensus
520,1,quality,the skirt on this dress is a heavier fabric and it lays very nicely.,positive,5,rating,2,doc+sentence_consensus
520,2,fit,the top provides good coverage for my larger chest and i took my typical xs size.,positive,5,rating,2,doc+sentence_consensus
521,0,fit,"This jacket looked so good and felt so comfortable on- i almost didn't send back the first one that arrived with a little bit of damage at the bottom of the inner zippered sweatshirt, but i did exchange it and am just as happy with the fit and feel of the second one.",positive,5,rating,2,doc+sentence_consensus
521,0,shipping,"This jacket looked so good and felt so comfortable on- i almost didn't send back the first one that arrived with a little bit of damage at the bottom of the inner zippered sweatshirt, but i did exchange it and am just as happy with the fit and feel of the second one.",positive,5,rating,2,doc+sentence_consensus
522,3,shipping,it arrived quickly and i love it!,positive,5,rating,2,doc+sentence_consensus
523,3,fit,it appealed to me so much that i ordered both the white & the navy in the regular size small.,positive,5,rating,2,doc+sentence_consensus
523,4,fit,"i am of small build at 5'3"", 117# & expected that the sleeves c/b a little long.",positive,5,rating,2,doc+sentence_consensus
523,4,quality,"i am of small build at 5'3"", 117# & expected that the sleeves c/b a little long.",positive,5,rating,2,doc+sentence_consensus
523,5,fit,i avoid ordering petite size jackets b/c sometimes they are snug in the shoulders.,positive,5,rating,2,doc+sentence_consensus
524,0,fit,Absolutely love this blouse but if your a woman cursed with larger arms for your body size than this is not for you.,positive,3,model_relabel,2,doc+sentence_consensus
526,2,fit,"for reference it fits true to size, but is very short.",neutral,3,model_relabel,1,doc+sentence_consensus
527,1,fit,however the fit was way off.,negative,2,rating,0,doc+sentence_consensus
527,5,fit,it was as if it was a petite size.,negative,2,rating,0,doc+sentence_consensus
527,8,quality,the material is also not the s,negative,2,rating,0,doc+sentence_consensus
528,0,fit,"The jacket is great, the quality is very good and the fit too, the best part is how it looks !",positive,5,rating,2,doc+sentence_consensus
528,0,quality,"The jacket is great, the quality is very good and the fit too, the best part is how it looks !",positive,5,rating,2,doc+sentence_consensus
529,0,fit,"So pretty, but does run large.",positive,4,rating,2,doc+sentence_consensus
530,0,fit,I was looking for a stylish spring/fall jacket and this one seemed to fit the bill.,positive,5,rating,2,doc+sentence_consensus
530,4,fit,"i am a short 5'2"" but 36d and have 31"" waist so i ordered a size m and l to see which would work best.",positive,5,rating,2,doc+sentence_consensus
530,5,fit,as it turned out the m fit with plenty of room!,positive,5,rating,2,doc+sentence_consensus
535,2,quality,"the fabric is interesting-it looks almost plastic in the online pictures but don't be fooled, it is still a comfortable fabric.",positive,5,rating,2,doc+sentence_consensus
536,5,fit,fits true to size.,positive,5,rating,2,doc+sentence_consensus
536,6,fit,"i am 125 5'4"" c-cup and i bought my normal size 0.",positive,5,rating,2,doc+sentence_consensus
537,1,fit,it is true to size.,positive,4,rating,2,doc+sentence_consensus
537,2,fit,i'm a 6 and the six fit as a glove on me.,positive,4,rating,2,doc+sentence_consensus
538,0,fit,This is a very nice jumpsuit; reviewers were correct stating that torso is long & fit better a taller person.,positive,5,rating,2,doc+sentence_consensus
538,3,fit,"true to size and fit, not only that, the fabric is very soft and good quality, very interesting style of the jumpsuit, looks much better in person!",positive,5,rating,2,doc+sentence_consensus
538,3,quality,"true to size and fit, not only that, the fabric is very soft and good quality, very interesting style of the jumpsuit, looks much better in person!",positive,5,rating,2,doc+sentence_consensus
539,0,fit,"This top runs super small in the upper arms, shoulder area..could not even stretch out my arms! ...other then that major problem, the length and body fit were perfect...i am true med and/or large in all retailer tops so i tried sizes 10, 12 and neither worked for me due to arm/shoulder fit...disappointed because it really is a beautiful top...",negative,1,rating,0,doc+sentence_consensus
540,0,fit,"A nice alternative to jeans, good fit.",positive,4,rating,2,doc+sentence_consensus
540,3,fit,i took the same size that i do in all pilcro pants.,positive,4,rating,2,doc+sentence_consensus
541,4,fit,i am 5'4 -105 and xs fits perfect.,positive,5,rating,2,doc+sentence_consensus
544,0,quality,"Great pants, like the edginess of the design in the material.",positive,4,rating,2,doc+sentence_consensus
544,2,quality,soft material that's stretchy and hopefully will hold its shape during the day.,positive,4,rating,2,doc+sentence_consensus
545,1,fit,"they are a perfect addition to my fall wardrobe, and just like all other pilcro jeans, they are a great fit and true to size.",positive,5,rating,2,doc+sentence_consensus
546,0,fit,"I often have a hard time finding items that fit true to size, but this top fits perfectly.",positive,5,rating,2,doc+sentence_consensus
547,4,quality,"it is a quality dress, beautifully made, looks just like the photo.",positive,5,rating,2,doc+sentence_consensus
548,0,quality,This shirt is very nice quality and looks stunning.,positive,5,rating,2,doc+sentence_consensus
548,1,fit,"it does run tight in the shoulder area and is a bit of a challenge getting off, but as long as i don't rip it one of these times all will be well!",positive,5,rating,2,doc+sentence_consensus
549,0,quality,The material is very soft and it looks just like it does on the model with the exception that it gets a little wrinkly at the hem and turns up at the corners.,positive,4,rating,2,doc+sentence_consensus
550,6,fit,i tried on a size 6 and felt like i needed a size larger on the top and a size smaller on the bottom.,neutral,3,model_relabel,1,doc+sentence_consensus
552,1,quality,"the material in the back is quite stiff but the grey material is soft, so the front gray area ends up hanging weirdly and looking uneven and messy.",negative,2,rating,0,doc+sentence_consensus
553,0,fit,"Well, this top just did not do anything for me - it's a very conservative style with the high neckline and blousy fit.",neutral,3,model_relabel,1,doc+sentence_consensus
553,3,fit,i also had a hard time getting it off even though the size i tried on was large for me.,neutral,3,model_relabel,1,doc+sentence_consensus
556,2,quality,"the fabric is soft, flows nicely and is just absolutely stunning without being over the top.",positive,5,rating,2,doc+sentence_consensus
556,4,quality,the softness of the fabric would make this easy to tuck in.,positive,5,rating,2,doc+sentence_consensus
557,0,fit,"I am 5'3"" 130 and curvy and this dress fit me perfectly.",positive,4,rating,2,doc+sentence_consensus
557,2,price,"the only reason i gave it four stars is because the fabric is a little strange; the ribbing for the squares is almost like a pillowy fabric, and it feels a little bit on the cheaper side but luckily it doesn't look cheap.",positive,4,rating,2,doc+sentence_consensus
557,2,quality,"the only reason i gave it four stars is because the fabric is a little strange; the ribbing for the squares is almost like a pillowy fabric, and it feels a little bit on the cheaper side but luckily it doesn't look cheap.",positive,4,rating,2,doc+sentence_consensus
558,3,fit,"i'm a size 2 in just about everything but i always buy a size 4 in retailer dresses because i'm tall (5'9"") and have broad shoulders and a long torso, and sizing up in dresses works better all around.",positive,4,rating,2,doc+sentence_consensus
559,0,fit,Fits very strange.,negative,2,rating,0,doc+sentence_consensus
561,7,fit,the cuffs on the sleeve have multiple buttons; so that you can button them tight or just enough to roll the cuff once.,positive,5,rating,2,doc+sentence_consensus
562,3,fit,i am usually a size 12 (because of ddd chest) but i bumped up to a 14 and it was perfect.,positive,4,rating,2,doc+sentence_consensus
563,2,fit,i usually wear a 4 but sized up to a 6 due to the reviews and am happy with it but think a 4 would have fit as well.,positive,5,rating,2,doc+sentence_consensus
566,1,quality,the fabric is high quality and does not cling at all but instead drapes and in a very flattering way.,positive,5,rating,2,doc+sentence_consensus
567,0,quality,Very nice fabric but disappointed in the stitching on the knees.,neutral,3,model_relabel,1,doc+sentence_consensus
567,1,fit,it looks nice but makes the pants very uncomfortable and tight around the knees.,neutral,3,model_relabel,1,doc+sentence_consensus
568,0,fit,Very cute flowy fit.,positive,4,rating,2,doc+sentence_consensus
568,1,fit,"i am generally a size small, 32-d chest.",positive,4,rating,2,doc+sentence_consensus
569,2,price,"overall though, i feel like a dress of that price would need to make me feel like a million bucks, which it did not.",neutral,3,model_relabel,1,doc+sentence_consensus
569,3,fit,"most items that fit my slender frame are too short, and this was no exception.",neutral,3,model_relabel,1,doc+sentence_consensus
569,4,fit,"the xs fit but i wouldn't be doing much moving, walking or dancing in this dress, which brings me to the question of",neutral,3,model_relabel,1,doc+sentence_consensus
570,1,quality,"then saw it in the store, touched it, and the fabric felt so soft.",positive,4,rating,2,doc+sentence_consensus
570,6,fit,"the 4 regular fits perfectly on my curvy on the bottom, 5'2, 145 lb figure.",positive,4,rating,2,doc+sentence_consensus
570,7,fit,"my measurements are 34(b)-29-38, and i was shocked how well this fits in a 4 regular!",positive,4,rating,2,doc+sentence_consensus
572,1,quality,it is very cute and the fabric is soft.,positive,5,rating,2,doc+sentence_consensus
573,2,fit,"i am 5'3"" and the regular hem fit me just fine at the ankles.",positive,5,rating,2,doc+sentence_consensus
573,3,fit,i think this dress runs both tts to a bit large so i would size down if your small framed and stay your usual if your busty or broad shouldered.,positive,5,rating,2,doc+sentence_consensus
574,0,fit,These run very small!!,negative,1,rating,0,doc+sentence_consensus
574,2,fit,the fit was so weird that i won't even exchange for a bigger size.,negative,1,rating,0,doc+sentence_consensus
575,1,fit,"fits great,true to size i am xsmall-small for reference, purchased small.",positive,5,rating,2,doc+sentence_consensus
576,4,fit,it is true to size.,positive,5,rating,2,doc+sentence_consensus
576,5,fit,"i am 5'5"" 110 lbs and the size 0 was perfect.",positive,5,rating,2,doc+sentence_consensus
578,0,fit,"This is as beautiful in person as online, but the length is shorter than the description, and the arms are tight!",positive,4,rating,2,doc+sentence_consensus
580,4,quality,it seemed to me that there was too much fabric at the back portion of the skirt than,neutral,3,model_relabel,1,doc+sentence_consensus
582,0,fit,"I ordered a petite medium in black, and it fit great great.",positive,4,rating,2,doc+sentence_consensus
582,1,fit,"some of the other reviews said it was tight, but i found it pretty loose and flowy.",positive,4,rating,2,doc+sentence_consensus
583,3,fit,it also fits very true to size.,positive,5,rating,2,doc+sentence_consensus
583,4,fit,"not too fit to your body, and a little loose, but not too loose..",positive,5,rating,2,doc+sentence_consensus
584,0,fit,I am pear-shaped and often have a hard time finding pants that fit just right.,positive,5,rating,2,doc+sentence_consensus
584,3,fit,"the overall fit is body skimming/hugging, but they are not tight or uncomfortable in any way!",positive,5,rating,2,doc+sentence_consensus
584,5,quality,"the fabric has a slight sheen to it and a little stretch, but they will be a perfect pant for the office.",positive,5,rating,2,doc+sentence_consensus
586,0,fit,Perfect fit.,positive,5,rating,2,doc+sentence_consensus
586,3,price,great quality for a great price.,positive,5,rating,2,doc+sentence_consensus
586,3,quality,great quality for a great price.,positive,5,rating,2,doc+sentence_consensus
586,7,fit,fits tts.,positive,5,rating,2,doc+sentence_consensus
586,8,fit,"for reference,  i am 5'0"", 109lbs, and the 00 petite fits perfect.",positive,5,rating,2,doc+sentence_consensus
587,1,fit,i ordered up a size after reading other reviews.,positive,4,rating,2,doc+sentence_consensus
588,0,fit,The fit on these pants is just right for me.,positive,5,rating,2,doc+sentence_consensus
588,2,fit,"these pants don't gap in the back, as fitted pants often can.",positive,5,rating,2,doc+sentence_consensus
589,1,fit,the aqua fit a lot tighter than the navy seemed to be a different fabric and less stretchy.,positive,4,rating,2,doc+sentence_consensus
589,1,quality,the aqua fit a lot tighter than the navy seemed to be a different fabric and less stretchy.,positive,4,rating,2,doc+sentence_consensus
589,3,fit,normally wear size 6,positive,4,rating,2,doc+sentence_consensus
590,0,fit,Very comfortable fabric and fits nicely.,positive,5,rating,2,doc+sentence_consensus
590,0,quality,Very comfortable fabric and fits nicely.,positive,5,rating,2,doc+sentence_consensus
591,6,fit,"i'm a size 6 in dresses, and i purchased a size 10 in this bathing suit.",positive,5,rating,2,doc+sentence_consensus
592,1,fit,these run small.,neutral,3,model_relabel,1,doc+sentence_consensus
593,0,price,Love love love these leggings and what an amazing price point!!!,positive,5,rating,2,doc+sentence_consensus
594,2,fit,hugging without being tight.,positive,4,rating,2,doc+sentence_consensus
595,0,fit,The colors and fit of this suit are even better than described.,positive,5,rating,2,doc+sentence_consensus
596,1,fit,"fabric is beautiful, fit is impeccable, no complaints on lack of support.",positive,5,rating,2,doc+sentence_consensus
596,1,quality,"fabric is beautiful, fit is impeccable, no complaints on lack of support.",positive,5,rating,2,doc+sentence_consensus
596,2,fit,i find if you tie it tight up top it's very practical.,positive,5,rating,2,doc+sentence_consensus
598,0,fit,These sold out in my size 16 before i even knew they existed! (probably a great indication that your in-between and plus-size customers are hungry for more options from you).,positive,5,rating,2,doc+sentence_consensus
