row_index,textual_label,pred_conf
8949,neutral,0.68187696
8954,negative,0.7620212
8970,neutral,0.76156646
8977,neutral,0.6433969
8980,neutral,0.59185183
8987,neutral,0.49958527
8989,negative,0.51757926
9038,negative,0.82370543
9041,neutral,0.7769497
9044,positive,0.9211148
9061,negative,0.55538076
9071,neutral,0.69520044
9078,positive,0.64763004
9083,neutral,0.53911126
9095,neutral,0.5638263
9102,neutral,0.5729002
9104,neutral,0.7110121
9116,neutral,0.5853807
9119,neutral,0.62478393
9134,negative,0.87609303
9141,neutral,0.5532651
9144,neutral,0.67029643
9146,neutral,0.6747345
9150,neutral,0.7020051
9152,neutral,0.5132408
9168,positive,0.96243405
9173,positive,0.857626
9174,neutral,0.5344389
9175,negative,0.7450965
9178,negative,0.8722648
9180,neutral,0.64171374
9183,neutral,0.7231699
9184,positive,0.976698
9199,neutral,0.7601944
9200,negative,0.48878676
9202,positive,0.8489877
9203,neutral,0.77154934
9216,neutral,0.55149823
9219,neutral,0.6643545
9227,neutral,0.51333004
9232,positive,0.9812313
9233,neutral,0.72454447
9240,neutral,0.5675226
9251,neutral,0.7371768
9254,neutral,0.55842346
9263,neutral,0.7799012
9278,neutral,0.6210519
9285,neutral,0.52138513
9295,neutral,0.57217526
9308,neutral,0.70155877
9316,neutral,0.7426483
9326,negative,0.8946501
9331,negative,0.53068733
9355,positive,0.52257895
9358,neutral,0.722108
9370,neutral,0.5885121
9390,positive,0.9067139
9401,negative,0.50467676
9408,neutral,0.4986588
9416,negative,0.59958726
9428,neutral,0.6517269
9430,neutral,0.53308076
9433,positive,0.9650182
9437,neutral,0.77953637
9452,neutral,0.67415434
9459,neutral,0.675231
9466,neutral,0.6792041
9469,neutral,0.6894086
9478,positive,0.66417223
9479,neutral,0.58091855
9494,negative,0.6022806
9498,neutral,0.7228666
9501,neutral,0.7788877
9502,neutral,0.7140812
9507,neutral,0.56300217
9511,neutral,0.6017705
9518,positive,0.7378081
9526,neutral,0.6665929
9542,neutral,0.5677793
9544,neutral,0.7472442
9546,positive,0.9956742
9550,neutral,0.6527292
9559,neutral,0.63304037
9566,neutral,0.65628886
9575,neutral,0.7862304
9582,neutral,0.740343
9585,negative,0.73381466
9593,negative,0.6122436
9606,neutral,0.6936287
9614,neutral,0.7992337
9616,neutral,0.50466704
9621,neutral,0.6814684
9637,neutral,0.7894458
9648,neutral,0.7387536
9655,neutral,0.66250527
9666,neutral,0.6709628
9676,neutral,0.6270386
9677,neutral,0.67599374
9678,neutral,0.77007884
9681,neutral,0.53584915
9692,neutral,0.584675
9726,neutral,0.60040766
9748,neutral,0.7415799
9752,neutral,0.51605815
9759,neutral,0.8116551
9771,neutral,0.6575242
9782,positive,0.7765303
9784,neutral,0.7738114
9787,neutral,0.710176
9802,positive,0.75273395
9815,neutral,0.5584748
9817,neutral,0.4628694
9831,neutral,0.7386757
9859,negative,0.6620504
9874,neutral,0.61405337
9887,neutral,0.61551225
9893,neutral,0.5507348
9905,negative,0.74892914
9906,neutral,0.6529056
9912,negative,0.69197357
9917,neutral,0.54003596
9918,neutral,0.6329831
9934,neutral,0.8049272
9940,neutral,0.5691349
9941,negative,0.6552961
9951,neutral,0.56254417
9956,neutral,0.7406687
9958,neutral,0.65698653
9970,positive,0.99752
9977,neutral,0.7986027
9981,neutral,0.5682798
9994,neutral,0.6289327
9996,negative,0.7225296
10001,neutral,0.53228
10020,negative,0.49527854
10026,neutral,0.8184566
10038,neutral,0.60468584
10044,neutral,0.49492234
10045,positive,0.9921085
10046,neutral,0.5099188
10053,neutral,0.82751966
10059,neutral,0.5305393
10063,positive,0.9935254
10068,negative,0.82675105
10074,neutral,0.71511877
10081,negative,0.633289
10086,negative,0.80996066
10088,neutral,0.7113817
10091,neutral,0.61725855
10101,neutral,0.75131595
10103,neutral,0.5642935
10121,negative,0.6304034
10125,negative,0.6979414
10132,neutral,0.5214627
10159,neutral,0.7400442
10161,neutral,0.6790206
10174,neutral,0.59881115
10180,neutral,0.7102316
10188,neutral,0.49922088
10193,neutral,0.7690029
10197,neutral,0.5496732
10220,positive,0.8004959
10227,positive,0.5976442
10228,neutral,0.70455617
10233,neutral,0.7261784
10252,neutral,0.61474264
10253,neutral,0.61419797
10255,neutral,0.71012074
10260,negative,0.5532032
10270,negative,0.58002514
10272,negative,0.55108374
10274,neutral,0.7261818
10289,negative,0.5859609
10294,neutral,0.7381221
10322,neutral,0.7179909
10329,neutral,0.7528161
10343,neutral,0.67135286
10351,positive,0.97210014
10356,neutral,0.776718
10377,neutral,0.6503966
10378,positive,0.8553241
10384,neutral,0.59539086
10386,positive,0.92141336
10402,neutral,0.7021112
10407,neutral,0.59507877
10416,neutral,0.6285092
10417,neutral,0.59357136
10430,neutral,0.792844
10458,neutral,0.6712518
10467,negative,0.52511334
10493,neutral,0.70694673
10519,neutral,0.74885374
10528,negative,0.6369533
10542,negative,0.6707557
10544,neutral,0.7423438
10545,neutral,0.4918771
10563,negative,0.7194068
10569,neutral,0.72622496
10573,neutral,0.5644289
10583,neutral,0.6330789
10588,negative,0.4578088
10596,neutral,0.7440595
10599,neutral,0.73209184
10600,negative,0.5682258
10615,positive,0.98863167
10624,negative,0.87275356
10631,negative,0.4918623
10647,neutral,0.8247173
10652,positive,0.7773077
10673,negative,0.53764534
10695,positive,0.96014076
10708,neutral,0.5796034
10717,neutral,0.73384964
10736,negative,0.5161643
10755,neutral,0.6782886
10772,negative,0.79709667
10775,neutral,0.7316185
10781,neutral,0.7572565
10809,neutral,0.677799
10819,neutral,0.482897
10827,neutral,0.59217006
10830,positive,0.9548267
10832,neutral,0.58005923
10846,neutral,0.7896849
10872,negative,0.5932248
10889,neutral,0.6897557
10907,neutral,0.62258625
10920,neutral,0.7990213
10938,negative,0.73137903
10950,neutral,0.6994078
10951,neutral,0.6397121
10957,neutral,0.7956122
10962,neutral,0.6019989
10980,neutral,0.7091365
10985,neutral,0.507775
10993,neutral,0.6491675
11004,neutral,0.6807304
11014,neutral,0.77904683
11015,neutral,0.51988864
11016,neutral,0.6517712
11034,neutral,0.741632
11035,negative,0.5133111
11036,neutral,0.68697006
11038,neutral,0.66847146
11043,neutral,0.7353585
11044,neutral,0.54597396
11047,neutral,0.78967965
11048,neutral,0.561153
11052,neutral,0.53894323
11068,neutral,0.5161907
11071,neutral,0.68138874
11083,positive,0.51104194
11089,neutral,0.68844503
11097,neutral,0.626815
11098,neutral,0.74415284
11107,neutral,0.64067453
11110,neutral,0.7687605
11112,neutral,0.5829062
11116,neutral,0.6625974
11118,negative,0.84656084
11134,neutral,0.6705329
11137,neutral,0.63305724
11148,neutral,0.68125486
11184,neutral,0.65046775
11186,neutral,0.70554537
11193,neutral,0.6122773
11195,negative,0.49397296
11200,negative,0.7016574
11216,neutral,0.6386637
11218,neutral,0.6181199
11222,neutral,0.74259233
11226,positive,0.7055262
11231,neutral,0.76202184
11239,neutral,0.661164
11242,neutral,0.5578763
11250,neutral,0.5815179
11253,negative,0.5133355
11263,positive,0.76694876
11279,neutral,0.66417843
11290,neutral,0.7025056
11307,neutral,0.7753023
11308,neutral,0.62958527
11310,neutral,0.5930979
11313,neutral,0.5479487
11314,neutral,0.791571
11315,neutral,0.805258
11316,neutral,0.7754674
11328,positive,0.9623321
11333,neutral,0.74970114
11339,neutral,0.5325171
11369,neutral,0.72465426
11380,neutral,0.77036333
11390,neutral,0.50738376
11405,neutral,0.6511167
11407,positive,0.59579647
11411,negative,0.80885744
11448,neutral,0.7563215
11459,negative,0.644122
11466,neutral,0.80992526
11471,positive,0.6848597
11479,neutral,0.74354744
11480,neutral,0.78633946
11492,neutral,0.50154585
11493,positive,0.99341005
11494,neutral,0.7545505
11497,neutral,0.6921692
11518,neutral,0.50412256
11531,neutral,0.76792216
11551,neutral,0.53786767
11555,neutral,0.7649832
11571,neutral,0.770967
11584,neutral,0.5053237
11586,neutral,0.7190009
11588,negative,0.5431435
11596,neutral,0.71485573
11599,neutral,0.5749265
11605,neutral,0.7782765
11613,neutral,0.7098741
11645,neutral,0.75494885
11651,positive,0.8959415
11663,neutral,0.5742776
11669,neutral,0.47830245
11679,neutral,0.60759264
11684,neutral,0.75814587
11686,neutral,0.5839905
11691,neutral,0.74675685
11708,negative,0.5323831
11712,neutral,0.6756751
11720,positive,0.5109426
11723,neutral,0.7155579
11726,neutral,0.5701742
11727,neutral,0.67338294
11732,neutral,0.7253272
11733,neutral,0.5197451
11737,neutral,0.53509516
11776,positive,0.98643523
11777,neutral,0.7646194
11780,positive,0.99699867
11783,positive,0.55808645
11784,neutral,0.5299773
11785,neutral,0.7459109
11788,positive,0.79330546
11796,positive,0.641181
11797,positive,0.7508708
11803,neutral,0.68298316
11808,negative,0.57309043
11814,neutral,0.7165815
11816,neutral,0.6405014
11826,neutral,0.7255415
11831,neutral,0.5577483
11840,neutral,0.5294025
11842,positive,0.84786284
11846,neutral,0.7566817
11857,neutral,0.70947087
11860,neutral,0.7760194
11866,neutral,0.57386774
11868,positive,0.60787505
11886,neutral,0.7331104
11887,positive,0.673299
11895,neutral,0.4869855
11896,neutral,0.62167925
11900,negative,0.7985675
11907,neutral,0.77158904
11913,neutral,0.7260218
11915,neutral,0.68379945
11920,neutral,0.7569125
11928,positive,0.9915764
11933,neutral,0.58505225
11950,neutral,0.70327014
11951,neutral,0.7952023
11955,neutral,0.7398478
11976,positive,0.94863963
11992,neutral,0.590328
11994,neutral,0.44481587
12003,neutral,0.6337474
12012,negative,0.5735765
12026,neutral,0.67140263
12029,neutral,0.6979282
12030,neutral,0.6676146
12035,neutral,0.79499537
12042,positive,0.93441844
12043,neutral,0.7417253
12045,neutral,0.77868253
12049,neutral,0.67239743
12065,neutral,0.5394919
12066,neutral,0.75900894
12068,neutral,0.75920254
12069,neutral,0.76784223
12071,positive,0.97038
12074,neutral,0.48318312
12090,neutral,0.76922345
12103,neutral,0.53418
12114,neutral,0.68598044
12116,positive,0.82740104
12120,neutral,0.6743744
12122,negative,0.55784446
12123,neutral,0.503701
12131,neutral,0.7152572
12132,neutral,0.67577124
12152,neutral,0.658462
12155,positive,0.49676216
12156,positive,0.5026604
12157,negative,0.80560976
12164,neutral,0.6490511
12177,negative,0.65549177
12178,neutral,0.69206357
12205,neutral,0.63827205
12218,negative,0.92246985
12219,neutral,0.76433694
12223,neutral,0.7295857
12225,negative,0.6261811
12233,neutral,0.5908206
12251,neutral,0.7179201
12255,neutral,0.5603538
12264,neutral,0.7570914
12275,neutral,0.5284067
12284,positive,0.5835865
12297,neutral,0.76688004
12328,neutral,0.76379484
12330,neutral,0.62211144
12347,neutral,0.7297714
12349,neutral,0.57048345
12352,neutral,0.7044413
12369,neutral,0.51171184
12375,neutral,0.6428924
12377,negative,0.51622677
12382,neutral,0.65872777
12384,negative,0.70893264
12408,neutral,0.5958502
12412,negative,0.8284617
12427,negative,0.71331376
12428,neutral,0.60969156
12431,neutral,0.6245603
12433,neutral,0.7836169
12434,neutral,0.73929363
12435,positive,0.96495396
12438,neutral,0.57366467
12439,neutral,0.73506284
12445,neutral,0.7233974
12448,neutral,0.7725677
12459,positive,0.99244446
12470,positive,0.64617586
12479,neutral,0.6291165
12506,neutral,0.6838826
12507,positive,0.85087705
12509,neutral,0.5938104
12521,neutral,0.6860435
12524,positive,0.96136945
12537,negative,0.5569729
12540,neutral,0.7282736
12545,positive,0.91262877
12571,neutral,0.72823197
12578,neutral,0.59660834
12585,negative,0.47987914
12589,neutral,0.5788769
12599,neutral,0.5925841
12600,neutral,0.5954218
12602,neutral,0.692334
12604,negative,0.7018731
12613,negative,0.6679766
12615,positive,0.47557423
12636,neutral,0.7700963
12652,neutral,0.7592685
12656,negative,0.7545805
12667,neutral,0.6577177
12671,neutral,0.77882975
12674,neutral,0.7164078
12684,neutral,0.6546853
12689,neutral,0.80663973
12694,neutral,0.6583206
12698,neutral,0.76572907
12703,neutral,0.7293795
12716,neutral,0.7569279
12730,neutral,0.7290637
12788,negative,0.58425236
12789,neutral,0.5365104
12797,neutral,0.715981
12800,neutral,0.49922326
12807,neutral,0.67425776
12819,negative,0.70683163
12839,neutral,0.70841706
12846,neutral,0.51230925
12850,neutral,0.72910625
12861,neutral,0.67950183
12862,neutral,0.6062427
12873,neutral,0.68354684
12880,negative,0.8356817
12889,negative,0.84017885
12890,neutral,0.71498287
12901,neutral,0.6114548
12922,neutral,0.70415807
12924,neutral,0.5425026
12934,negative,0.49414957
12966,neutral,0.6592432
12968,neutral,0.514369
12974,neutral,0.7804777
12977,neutral,0.59509224
12978,negative,0.66238415
12983,positive,0.8078537
12987,neutral,0.6041728
12998,neutral,0.538347
13013,neutral,0.6344134
13022,neutral,0.7224257
13032,neutral,0.7336928
13038,neutral,0.56902057
13056,neutral,0.53699917
13057,neutral,0.7350848
13059,neutral,0.45340887
13071,neutral,0.6163677
13079,neutral,0.5839024
13091,neutral,0.73513144
13102,neutral,0.6636952
13103,neutral,0.52574074
13108,neutral,0.62009776
13113,neutral,0.6629168
13120,neutral,0.5350554
13131,neutral,0.65148324
13135,negative,0.5589226
13139,negative,0.6139256
13146,neutral,0.7089281
13147,negative,0.47964668
13148,negative,0.7904605
13156,neutral,0.7775612
13160,neutral,0.5740424
13163,neutral,0.6456207
13164,neutral,0.61163247
13166,neutral,0.7577302
13172,neutral,0.6399453
13212,positive,0.9858774
13225,neutral,0.5773277
13229,neutral,0.71135825
13238,neutral,0.7799292
13245,neutral,0.6313438
13266,neutral,0.54865485
13295,negative,0.5825025
13296,neutral,0.6383982
13298,positive,0.7561719
13336,neutral,0.5194699
13347,negative,0.800974
13350,neutral,0.55878377
13355,neutral,0.7153444
13358,positive,0.82036996
13363,neutral,0.63484555
13381,neutral,0.64322966
13395,neutral,0.48003578
13399,neutral,0.75203425
13405,neutral,0.77359897
13414,positive,0.5038312
13418,neutral,0.7275002
13426,positive,0.73656094
13427,neutral,0.5465968
13433,neutral,0.72445
13435,negative,0.8096933
13441,negative,0.53811306
13442,neutral,0.5442981
13457,neutral,0.7638451
13474,neutral,0.7255715
13480,negative,0.7128521
13491,neutral,0.72573227
13494,neutral,0.6336667
13544,negative,0.50323087
13575,neutral,0.65374094
13576,neutral,0.7677835
13596,positive,0.87015617
13599,neutral,0.52415574
13604,neutral,0.5470937
13617,neutral,0.6091438
13618,neutral,0.7259699
13619,neutral,0.7141382
13625,neutral,0.6176386
13626,negative,0.8597404
13633,neutral,0.5436613
13640,neutral,0.7557466
13644,neutral,0.664844
13650,negative,0.7532061
13657,neutral,0.73610276
13664,neutral,0.76608026
13665,neutral,0.7499472
13668,neutral,0.57629156
13680,neutral,0.7785286
13686,positive,0.9849631
13690,neutral,0.56248856
13696,positive,0.6000269
13705,neutral,0.48358333
13712,neutral,0.70388764
13714,neutral,0.7591433
13717,neutral,0.5099504
13718,neutral,0.54820347
13731,neutral,0.6455712
13732,neutral,0.5082408
13738,neutral,0.7524673
13748,neutral,0.65783185
13750,neutral,0.66138166
13751,negative,0.69847274
13760,neutral,0.7421885
13762,neutral,0.73806405
13764,positive,0.90783453
13767,neutral,0.6462371
13772,neutral,0.5442917
13773,neutral,0.7876061
13780,negative,0.7954167
13787,negative,0.54435605
13790,neutral,0.7337701
13791,negative,0.6263444
13796,positive,0.97823226
13802,neutral,0.754434
13809,neutral,0.7149277
13812,positive,0.9821962
13829,negative,0.7042999
13839,neutral,0.6221469
13841,neutral,0.68330985
13842,neutral,0.6929308
13844,negative,0.5064702
13849,neutral,0.7104927
13850,neutral,0.81817925
13852,neutral,0.68215877
13861,neutral,0.6289982
13869,neutral,0.74639803
13872,negative,0.5982395
13881,neutral,0.7210152
13883,neutral,0.7154191
13885,neutral,0.75949234
13888,neutral,0.7555588
13889,negative,0.56720036
13894,neutral,0.66469115
13895,negative,0.5407674
13898,neutral,0.7622015
13912,neutral,0.7087257
13915,positive,0.8119134
13920,neutral,0.76174027
13940,neutral,0.76654434
13947,neutral,0.596729
13967,neutral,0.5375515
13973,neutral,0.8051574
13975,neutral,0.5035218
13976,neutral,0.6000042
13981,neutral,0.7448032
13996,positive,0.7309107
13998,neutral,0.4995855
14006,negative,0.814173
14010,neutral,0.572838
14016,neutral,0.6008518
14021,negative,0.7511428
14025,neutral,0.7430619
14034,positive,0.95776916
14035,neutral,0.6124382
14038,neutral,0.49733245
14046,neutral,0.77631605
14074,negative,0.49965245
14076,neutral,0.7950214
14077,negative,0.47039095
14103,neutral,0.6569847
14112,neutral,0.67376953
14127,neutral,0.6670294
14134,neutral,0.7314758
14137,neutral,0.70863014
14142,neutral,0.6704753
14167,neutral,0.7313566
14177,neutral,0.76656115
14187,neutral,0.7739471
14197,neutral,0.48070627
14199,neutral,0.48438028
14204,neutral,0.51274127
14206,negative,0.7481101
14210,neutral,0.6012974
14212,neutral,0.7625307
14213,neutral,0.63734394
14214,neutral,0.6635156
14220,neutral,0.7372295
14237,neutral,0.5465553
14241,neutral,0.6819274
14243,positive,0.54625493
14244,positive,0.79399484
14253,neutral,0.68387973
14255,positive,0.4633566
14266,neutral,0.6185798
14276,neutral,0.74974805
14287,neutral,0.4990181
14292,neutral,0.5938559
14299,positive,0.9942841
14301,neutral,0.77521175
14305,neutral,0.6719434
14308,neutral,0.8034089
14316,neutral,0.7116189
14318,neutral,0.7266862
14340,neutral,0.6332406
14348,positive,0.7518156
14355,neutral,0.5923559
14364,neutral,0.7985103
14365,neutral,0.66063017
14366,positive,0.9748891
14368,neutral,0.8097195
14376,neutral,0.74074817
14383,neutral,0.7195554
14388,positive,0.58203626
14393,positive,0.9948637
14408,neutral,0.50753117
14415,neutral,0.5322813
14428,neutral,0.71964747
14439,negative,0.62698966
14442,neutral,0.5451987
14443,neutral,0.7660806
14454,neutral,0.8292902
14469,negative,0.7767084
14485,positive,0.8170331
14510,negative,0.57739294
14517,neutral,0.7479104
14527,neutral,0.55367225
14528,neutral,0.65223783
14541,neutral,0.53229713
14567,neutral,0.77257067
14582,positive,0.9723642
14590,neutral,0.56566095
14602,neutral,0.6028276
14609,neutral,0.5746457
14621,negative,0.68415403
14636,negative,0.6272287
14637,neutral,0.65600824
14639,positive,0.5563173
14643,neutral,0.69876266
14656,neutral,0.52190644
14681,negative,0.7155166
14691,negative,0.65585965
14695,neutral,0.76911956
14703,positive,0.9895856
14705,neutral,0.5379488
14706,neutral,0.5246898
14713,positive,0.8375573
14721,negative,0.54932946
14722,positive,0.96103704
14728,neutral,0.7599197
14741,neutral,0.5594083
14745,neutral,0.4989986
14758,neutral,0.61931837
14793,neutral,0.7060974
14796,neutral,0.70227534
14799,negative,0.7795801
14812,negative,0.65335745
14818,neutral,0.5356408
14819,neutral,0.50931585
14842,neutral,0.49482727
14852,neutral,0.7349776
14858,neutral,0.74453807
14866,neutral,0.7625092
14868,neutral,0.706978
14870,positive,0.84603554
14878,neutral,0.5396392
14898,negative,0.6283466
14914,neutral,0.76050955
14918,neutral,0.72280496
14923,neutral,0.6423033
14927,neutral,0.48783064
14953,neutral,0.72019935
14954,neutral,0.64064497
14969,neutral,0.58118874
14977,neutral,0.49965405
14988,neutral,0.73453736
14993,negative,0.69407225
14995,positive,0.5855987
15002,neutral,0.5405191
15012,neutral,0.7510585
15029,neutral,0.67341983
15036,positive,0.84255236
15059,neutral,0.59277636
15068,neutral,0.7266222
15083,positive,0.87624675
15106,negative,0.76165664
15107,neutral,0.51983
15116,neutral,0.5457028
15118,neutral,0.56766343
15127,neutral,0.72432727
15133,neutral,0.6324652
15136,neutral,0.7606522
15153,neutral,0.7088133
15165,neutral,0.74343014
15174,neutral,0.6593975
15184,negative,0.9074812
15197,neutral,0.5364341
15223,negative,0.63675267
15231,neutral,0.65900636
15240,neutral,0.53424716
15248,neutral,0.5259107
15254,negative,0.6888692
15258,positive,0.7149909
15263,neutral,0.6100485
15279,neutral,0.80828685
15285,positive,0.81363034
15298,neutral,0.7475573
15305,negative,0.5627956
15313,neutral,0.66825587
15321,neutral,0.5699941
15327,neutral,0.7344299
15341,neutral,0.52421254
15344,neutral,0.69003356
15348,neutral,0.64830947
15350,neutral,0.68562835
15353,positive,0.6140537
15355,neutral,0.7718395
15371,neutral,0.5460507
15382,neutral,0.6207561
15389,negative,0.56323487
15395,positive,0.47699192
15402,neutral,0.46989843
15412,neutral,0.58463854
15425,neutral,0.6691955
15426,neutral,0.54332465
15434,neutral,0.61860806
15438,neutral,0.7091668
15459,neutral,0.5718064
15461,neutral,0.8013336
15464,neutral,0.6952965
15466,neutral,0.7247782
15467,neutral,0.70341194
15475,negative,0.5493359
15485,neutral,0.7304027
15511,neutral,0.7682934
15521,negative,0.62278575
15522,neutral,0.7351723
15523,neutral,0.6623195
15526,neutral,0.65698606
15543,neutral,0.70276934
15549,positive,0.59721017
15551,positive,0.77228075
15553,negative,0.6556676
15562,positive,0.9256163
15564,neutral,0.7159474
15565,positive,0.9677018
15581,neutral,0.737781
15583,neutral,0.5970604
15587,neutral,0.7497677
15589,neutral,0.66931623
15601,neutral,0.65243423
15627,positive,0.71264184
15629,neutral,0.77703875
15630,neutral,0.7101067
15631,negative,0.7934326
15639,neutral,0.48984274
15684,neutral,0.82613176
15686,neutral,0.6514858
15689,neutral,0.7198873
15705,neutral,0.8023084
15708,negative,0.6630599
15710,negative,0.70863134
15740,neutral,0.687509
15743,positive,0.98609734
15747,neutral,0.751575
15753,neutral,0.71678454
15767,negative,0.58247274
15772,negative,0.6534295
15788,neutral,0.72775936
15790,neutral,0.5841587
15815,neutral,0.78469145
15820,neutral,0.5017206
15830,neutral,0.54518676
15835,neutral,0.60401475
15838,neutral,0.78336924
15840,neutral,0.7289127
15843,neutral,0.7892847
15858,negative,0.7235793
15867,positive,0.50608265
15875,neutral,0.5649895
15876,neutral,0.65544266
15881,neutral,0.75742096
15884,neutral,0.76198095
15898,neutral,0.68066067
15911,neutral,0.66527784
15916,neutral,0.5774916
15919,neutral,0.72833574
15924,positive,0.9955106
15952,positive,0.48901755
15959,neutral,0.59160197
15970,neutral,0.5754092
15973,neutral,0.70917165
15976,neutral,0.74078596
15983,neutral,0.49037296
15986,negative,0.79300046
15988,neutral,0.6218358
16005,neutral,0.6531758
16006,negative,0.69890493
16010,positive,0.7506441
16026,neutral,0.51491344
16049,positive,0.99777156
16052,positive,0.48849356
16066,neutral,0.62671864
16068,positive,0.820301
16076,neutral,0.70090413
16077,neutral,0.51357263
16094,neutral,0.7824343
16102,positive,0.7397237
16132,neutral,0.72271514
16140,positive,0.5789607
16152,neutral,0.6221053
16154,positive,0.61207366
16162,neutral,0.75251096
16163,neutral,0.6239095
16166,neutral,0.71930707
16173,neutral,0.7646083
16181,neutral,0.64813936
16184,neutral,0.6204909
16188,positive,0.49400663
16191,neutral,0.6796387
16197,neutral,0.63474894
16198,positive,0.48181233
16199,neutral,0.7073111
16213,negative,0.62514323
16214,neutral,0.73295873
16224,neutral,0.76207453
16225,neutral,0.6683668
16228,neutral,0.71017
16229,neutral,0.6246155
16235,positive,0.7288615
16237,negative,0.5268708
16246,negative,0.5461903
16251,neutral,0.7208841
16252,neutral,0.7332555
16258,neutral,0.5340345
16259,negative,0.6526525
16261,positive,0.9005041
16263,neutral,0.62845534
16265,neutral,0.67448914
16270,neutral,0.6584216
16282,negative,0.75424397
16290,neutral,0.57130224
16323,neutral,0.66849077
16326,positive,0.61369985
16329,neutral,0.66943955
16337,neutral,0.6128389
16338,negative,0.5520955
16340,neutral,0.6548888
16342,positive,0.9774755
16346,neutral,0.64103293
16349,positive,0.5410138
16385,neutral,0.73733157
16392,neutral,0.7601253
16398,negative,0.8486206
16407,negative,0.71305144
16416,neutral,0.77273947
16417,neutral,0.7490543
16437,neutral,0.66113263
16445,neutral,0.76945853
16448,neutral,0.7611835
16449,neutral,0.6867426
16452,neutral,0.7242093
16460,neutral,0.65608394
16462,positive,0.55787617
16464,neutral,0.6111963
16477,neutral,0.67999077
16478,neutral,0.7104418
16491,neutral,0.67559445
16495,neutral,0.58404315
16507,neutral,0.47937116
16513,neutral,0.65048444
16515,neutral,0.77406913
16518,negative,0.5087408
16519,neutral,0.7994341
16525,neutral,0.7490414
16527,neutral,0.66787726
16534,neutral,0.64759064
16546,neutral,0.5027702
16548,neutral,0.66393924
16552,neutral,0.8104914
16559,neutral,0.6066699
16565,negative,0.7617877
16580,neutral,0.77916324
16584,positive,0.99416536
16589,neutral,0.63084525
16608,neutral,0.6874316
16611,negative,0.7584565
16617,neutral,0.70811844
16620,neutral,0.7185851
16633,neutral,0.73850065
16634,positive,0.9444439
16637,neutral,0.6616336
16640,negative,0.79645437
16649,negative,0.6749149
16666,neutral,0.55105025
16675,neutral,0.72804725
16677,positive,0.9199857
16678,neutral,0.47372636
16680,neutral,0.66054463
16689,neutral,0.60990185
16702,negative,0.82663405
16703,positive,0.5918506
16704,neutral,0.5953572
16706,neutral,0.6098716
16709,neutral,0.53585494
16711,negative,0.50934905
16719,neutral,0.76801383
16728,neutral,0.63370126
16730,neutral,0.6148573
16742,neutral,0.62041783
16745,neutral,0.64628834
16769,neutral,0.56861675
16776,neutral,0.7012174
16794,neutral,0.56719774
16795,neutral,0.7915953
16807,neutral,0.5584836
16826,neutral,0.7296872
16827,neutral,0.6748215
16829,neutral,0.75625527
16830,neutral,0.774143
16851,neutral,0.7262583
16852,neutral,0.7474987
16859,neutral,0.7679689
16861,neutral,0.70529383
16863,neutral,0.75119317
16865,neutral,0.49836385
16875,neutral,0.67471284
16877,positive,0.8775696
16879,neutral,0.6294444
16894,neutral,0.7844082
16900,neutral,0.6001987
16903,neutral,0.66795075
16906,neutral,0.7078927
16911,neutral,0.6850945
16916,neutral,0.74687696
16926,neutral,0.7388296
16931,neutral,0.7407158
16943,neutral,0.697769
16944,neutral,0.643171
16945,neutral,0.7702189
16949,positive,0.5324036
16957,neutral,0.56579816
16963,neutral,0.6352679
16971,negative,0.7239515
16973,neutral,0.5854086
16976,neutral,0.49350187
16978,neutral,0.6824284
16984,neutral,0.72351825
17013,neutral,0.6618937
17021,positive,0.8420947
17031,neutral,0.47840393
17034,neutral,0.6828982
17044,neutral,0.6175293
17057,neutral,0.5734751
17062,neutral,0.68845063
17087,neutral,0.7184597
17089,neutral,0.6775196
17105,neutral,0.8289413
17125,positive,0.9891894
17127,neutral,0.46474737
17128,neutral,0.70391494
17138,neutral,0.43796548
17140,positive,0.9400434
17144,neutral,0.70851237
17146,neutral,0.47684366
17149,negative,0.64140207
17152,neutral,0.73852354
17156,neutral,0.7954368
17182,neutral,0.790134
17189,neutral,0.7323835
17196,neutral,0.70695806
17200,neutral,0.6110934
17207,neutral,0.64860106
17210,neutral,0.5162524
17223,positive,0.808752
17239,neutral,0.6745504
17256,positive,0.95209414
17257,neutral,0.7680229
17258,neutral,0.7240313
17261,neutral,0.7131445
17267,negative,0.8961336
17268,positive,0.6973526
17288,positive,0.8505923
17302,neutral,0.5301497
17316,neutral,0.6019517
17318,negative,0.6052828
17322,neutral,0.7752198
17328,neutral,0.7266227
17336,positive,0.92999953
17342,neutral,0.74887174
17371,neutral,0.75632596
17401,neutral,0.67259485
17403,neutral,0.5599455
17420,positive,0.9969528
17434,negative,0.65617734
17439,negative,0.5521704
17443,neutral,0.50277776
17454,positive,0.59897375
17478,negative,0.5374142
17479,neutral,0.79476243
17496,negative,0.5043606
17508,positive,0.48038676
17518,neutral,0.6791565
17520,neutral,0.7940323
17525,neutral,0.696067
17531,positive,0.7577516
17534,neutral,0.7563866
17553,neutral,0.5786838
17556,neutral,0.54690266
17559,neutral,0.54560876
17573,negative,0.6802721
17590,positive,0.9896986
17601,positive,0.87370783
17604,neutral,0.6546558
17639,neutral,0.7784033
17640,neutral,0.505669
17648,neutral,0.63168883
17649,neutral,0.7486207
17656,positive,0.579277
17659,neutral,0.73600495
17661,positive,0.9710126
17665,neutral,0.701471
