row_index,sentence_id,aspect,sentence,proxy_label,rating,label_source
3590,0,fit,"I did like this top, but it was a little big- i bought a size 4 and i have a size 32 chest.",positive,4,rating
3590,1,fit,"the color is great, the fabric is amazing, but it just didn't fit me perfectly.",positive,4,rating
3590,1,quality,"the color is great, the fabric is amazing, but it just didn't fit me perfectly.",positive,4,rating
3590,2,fit,"i thought about trying a smaller size, but i just wasn't sure that i would wear it a lot.",positive,4,rating
3591,1,price,"saw it, tried it on and had to have it, full price or not.",positive,5,rating
3591,3,fit,bought one size down and it fit perfectly.,positive,5,rating
3593,1,fit,i ordered a petite size and just love how it fits.,positive,5,rating
3594,1,quality,"great print, comfortable fabric (very wrinkly, though).",positive,5,rating
3594,2,fit,runs very small.,positive,5,rating
3594,3,fit,i'm usually a 00 or even sized out at retailer and will need to size up to a 2.,positive,5,rating
3595,0,fit,"This dress is slightly tight on me and i usually wear petite 00 or xxs (5'1 100 lbs) the quality of the fabric is thick and texture, colors are just like the photo, and it has a nice satin like underlining in a dark navy.",positive,5,rating
3595,0,quality,"This dress is slightly tight on me and i usually wear petite 00 or xxs (5'1 100 lbs) the quality of the fabric is thick and texture, colors are just like the photo, and it has a nice satin like underlining in a dark navy.",positive,5,rating
3595,1,fit,"the snug fit of the dress makes it so i don't need a bra, which is nice especially for a day dress !",positive,5,rating
3596,6,fit,the jean itself is soft and fits perfect.,positive,4,rating
3599,0,fit,"Quality is great, fit is great, and the message keeps me in a good mood and motivated throughout the day :)

i got it in a size 2 (i am usually a s-m in retailer tops) and it fits great (for reference 5'4"" 140lbs, 37-29-39).",positive,5,rating
3599,0,quality,"Quality is great, fit is great, and the message keeps me in a good mood and motivated throughout the day :)

i got it in a size 2 (i am usually a s-m in retailer tops) and it fits great (for reference 5'4"" 140lbs, 37-29-39).",positive,5,rating
3600,1,fit,i think it could be a flattering dress; the waist hit quite a bit above my natural waist which made the entire thing fit weirdly.,neutral,3,model_relabel
3600,3,fit,i ordered regular size 2.,neutral,3,model_relabel
3601,1,fit,its a flatering style and i love the fabric and fit.,positive,4,rating
3601,1,quality,its a flatering style and i love the fabric and fit.,positive,4,rating
3601,2,fit,im normally a 10 but the 8 fit perfectly.,positive,4,rating
3602,1,quality,the fabric is soft and stretchy that feels really nice on.,positive,5,rating
3603,1,price,normally i would just exchange but i don't know if it's worth getting another broken one.,negative,3,model_relabel
3604,1,fit,"i got the petite size (i am 5'2"") and it seems to run a bit smaller than the regular size- i have a fairly large bust so i went up a size and it seems to fit perfectly.",positive,5,rating
3605,1,quality,i'm 5 feet tall and the print and material just took over.,negative,2,rating
3607,2,price,not something acceptable at this price point.,positive,5,rating
3609,0,fit,Dress just arrived and i was a bit nervous of the fit based on the other six reviewers stating it runs small.,positive,5,rating
3609,0,shipping,Dress just arrived and i was a bit nervous of the fit based on the other six reviewers stating it runs small.,positive,5,rating
3609,1,fit,i actually found it to run exactly true to size.,positive,5,rating
3609,2,fit,"i'm 5'6"" 38-26-38 slender, and on average i wear a size 6, which is what i ordered - 6 regular and it fits as though it was custom made for me.",positive,5,rating
3609,4,price,i feel i scored big by purchasing it at the sale price.,positive,5,rating
3610,3,fit,"i am 5'6"", 130 pounds, and usually wear a size six in a dress.",positive,5,rating
3610,4,fit,the small fit perfect.,positive,5,rating
3610,5,fit,"while the dress is billowy, the square on the back pulls it in, so it doesn't fit like a tent.",positive,5,rating
3611,0,price,The mara hoffman cross-front one-piece is worth every.,positive,5,rating
3611,5,quality,"the quality of the suit is impeccable, and i have never felt so confident in such a little number!",positive,5,rating
3612,2,fit,"i gave a 4 instead of 5 because my elastic seems to roll ever so slightly in front so that the pleats don't hang flat, and also a little bit of stitching on the outside was loose.",positive,4,rating
3614,0,shipping,The second this dress arrived in my store i knew it was a must have.,positive,5,rating
3614,1,fit,"i am all things bohemian and this dress encompasses everything wonderful about a free fitting, feminine bohemian dress!",positive,5,rating
3614,2,fit,first off the sleeves are not fitted.,positive,5,rating
3614,3,quality,"they have quite a bit of fabric to them (big armed ladies rejoice!), but have an elastic cuff so you can wear them high or low.",positive,5,rating
3614,4,fit,"the only fitted part to this dress is the lace panel (which still fits true to size), and the slip underneath (which appears to have a bit of str",positive,5,rating
3616,0,quality,"It broke my heart to have to return this dress -- the fabric is simply gorgeous, very high quality, and i love the contrast between the yoke and the rest of the dress.",neutral,3,model_relabel
3616,2,fit,i am 5-4 with a relatively large bust and an overall medium build.,neutral,3,model_relabel
3616,2,quality,i am 5-4 with a relatively large bust and an overall medium build.,neutral,3,model_relabel
3616,3,fit,"the small size fit me perfectly, but the cut just didn't look good on me.",neutral,3,model_relabel
3617,0,quality,Just received my dress today and i am pleased with the quality of the dress.,positive,5,rating
3617,1,fit,"i am small on top , small waist with hips and a heavy bottom .",positive,5,rating
3617,3,fit,"wear a size 8 dress , so i ordered this dress in a size 8 and it was a perfect fit .",positive,5,rating
3617,4,quality,the material is soft and so comfortable .,positive,5,rating
3619,2,quality,great feel to material and the drape is wonderful.,positive,5,rating
3620,1,fit,the fit is flowy but tts as the cotton lining underneath fits closer to the body.,positive,5,rating
3621,2,fit,my only complaint is the lining on the inside is pretty form fitting.,positive,4,rating
3622,1,fit,the bottom is roomy but top from band up runs small.,positive,5,rating
3623,0,fit,"In the picture it looked to be a structured blazer, but when i tired it on (i got an extra small) and it was too big.",neutral,3,model_relabel
3625,3,quality,it is extremely comfortable and the material is very pretty though.,positive,5,rating
3626,0,quality,Good quality shirt.,positive,5,rating
3626,2,fit,"not quite as loose and stretchy as most of retailer's shirt, but good fit.",positive,5,rating
3627,0,quality,I was disappointed with this dress because it is not the usual retailer quality.,neutral,3,model_relabel
3627,1,quality,the quality of the material is not very good.,neutral,3,model_relabel
3627,3,fit,i agree with the other reviewers in that this dress runs very large and the length is short for a winter dress.,neutral,3,model_relabel
3628,0,fit,This dress runs very large.,negative,2,rating
3628,1,quality,"i am 5'4 and 120 lbs, hourglass, curvy build.",negative,2,rating
3628,2,fit,i ordered a size small and its enormous on me.,negative,2,rating
3628,3,fit,the description says fitted but it is not fitted at all.,negative,2,rating
3628,5,fit,i'd have to gain 30 lbs for this dress to come close to fitting.,negative,2,rating
3628,6,fit,"i'm very sad that the fit is so far off and the dress is now all sold out in all smaller sizes, including petite. (i never normally buy petite clothes but i think i would have to get a petite xs if it were available).",negative,2,rating
3629,2,price,it looked and felt like a cheap halloween costume.,negative,1,rating
3629,3,quality,the fabric was bad.,negative,1,rating
3630,0,fit,"I wanted so much to love this dress, but unfortunately the fit was so poor i had to return it.",negative,2,rating
3630,1,quality,"the color of the dress (green) was lovely, and i liked the fabric and the overall design very much.",negative,2,rating
3630,2,fit,"i read the reviews and decided to order an extra small petite given that reviewers said the dress ran large; but even at that size the dress was too large, especially around the hips (which, for someone with an hourglass figure, is saying a lot!).",negative,2,rating
3630,3,quality,"the extra fabric around the hips belled out some, making",negative,2,rating
3631,2,fit,it does run a little large and i felt i could have worn both the small and the medium.,positive,5,rating
3632,1,fit,i ordered my usual size xs.,positive,4,rating
3632,3,fit,i could barely get it over my head and my arms could barely fit in the sleeves.,positive,4,rating
3632,6,quality,i'm glad it's so structured because i was worried that it would lose it's shape with this material make-up.,positive,4,rating
3632,8,fit,it's really fitted.,positive,4,rating
3632,9,fit,"alas, i need to try again with the next size up.",positive,4,rating
3633,1,quality,"i was expecting the material to be thicker, but it's quite thin.",positive,4,rating
3633,3,fit,overall the fit is true to size.,positive,4,rating
3633,4,fit,"i am 5'0, 110 lbs and the xxs fit me well.",positive,4,rating
3633,5,fit,the arms were more snug than shown on the model and the shirt was loose without being too flowy or boxy.,positive,4,rating
3634,0,quality,"Fabric is soft and comfy, color is true to photo.",positive,4,rating
3634,1,fit,the arms are a little tight now and i haven't washed it yet so i am a bit worried but still a keeper.,positive,4,rating
3635,0,fit,"As others have said, this dress does run large.",positive,4,rating
3635,2,quality,material is a bit scratchier than i am used to s well.,positive,4,rating
3636,3,quality,the colors and fabric are exactly as shown on a picture.,positive,5,rating
3636,4,fit,"it is tailored and non-stretch, so size has to be right.",positive,5,rating
3636,5,fit,i am between 6 and 8 and my size m dress fits well.,positive,5,rating
3637,4,fit,it fits perfect in my usual size medium and is a good length to wear either with jeans or long enough for leggings with a cami peaking out beneath.,positive,5,rating
3638,0,fit,This is a gorgeous dress that while it runs quite small ( i normally take a s or xs ).,positive,5,rating
3641,4,fit,"i'm a loyal ag stevie shopper, and the fit on these is similar...",positive,5,rating
3641,6,fit,true to size.,positive,5,rating
3642,2,fit,fit stays true even after first wash.,positive,5,rating
3644,0,fit,I agree with the review above regarding the sizing of the dress being large.,neutral,3,model_relabel
3644,1,fit,"i am a pear shape so i was worried the small would be tight in the hips however, the dress as a whole seemed large and not overly shapely.",neutral,3,model_relabel
3644,4,quality,"see the photo for the shaping of the dress - it shoes that, due to the material, it oddly bulges in certain regions rather t",neutral,3,model_relabel
3645,0,quality,Material is too thin and quality is poor,negative,1,rating
3646,1,quality,i expected a much higher quality fabric.,negative,2,rating
3646,2,price,this fabric truly felt cheap.,negative,2,rating
3646,2,quality,this fabric truly felt cheap.,negative,2,rating
3646,3,price,i expected a nicer dress for the price.,negative,2,rating
3646,4,fit,the fit was unflattering on me.,negative,2,rating
3647,0,quality,The fabric is very thin.,neutral,3,model_relabel
3648,1,quality,it is a quality piece with a bit of humor.,positive,5,rating
3648,4,quality,fabric feels good on skin.,positive,5,rating
3649,5,fit,i ordered up a size due to reading other reviews.,positive,4,rating
3651,2,fit,its not stiff at all and sized right.,positive,4,rating
3651,3,fit,i got an xs my normal size and its so comfy and surprisingly soft.,positive,4,rating
3652,2,quality,"fabric has nice weight, not too heavy nor too light, it is not itchy, but not very soft either.",neutral,3,model_relabel
3652,4,fit,"the sizing was right, i got my usual m and i am 5'10'' 145lb.",neutral,3,model_relabel
3653,0,fit,This dress does run a tad small.,neutral,3,model_relabel
3653,1,fit,for me it was small across the chest and i did have to shimmy into it.,neutral,3,model_relabel
3653,2,fit,"i am 5'6"", 110 and got size s.",neutral,3,model_relabel
3653,4,fit,"pretty, but wasn't happy with the fit aside from that the ""line""separating the top from the bottom was rather high for me and it seems that it was not really intended to be an ""umpire"" waist.",neutral,3,model_relabel
3654,0,fit,"This is a cute shirt, but it has slits at the bottom of the hem so that the front bottom of the shirt has this small rectangular ""flap.",neutral,3,model_relabel
3655,1,fit,"it runs quite large, in my opinion.",neutral,3,model_relabel
3655,3,fit,the small was huge on me in the chest and shoulders/arms.,neutral,3,model_relabel
3655,4,fit,the stomach also wasn't very fitted.,neutral,3,model_relabel
3655,5,quality,"the material is thinner than i expected (you can see through the dress to some extent when you hold it up to the light), but i don't think this is a problem, necessarily.",neutral,3,model_relabel
3656,4,quality,"if the fabric would have been my preference, it would have been a keeper.",negative,3,model_relabel
3656,5,quality,"i did not like the feel, nor the semi-sheer quality.",negative,3,model_relabel
3657,0,fit,I got this dress in the green in an xs and was a little leary of the fit in light of the previous review.,positive,4,rating
3657,1,fit,"however, when i tried it on, i was impressed how it felt in the upper torso - it fit great in the neck, arms and shoulders.",positive,4,rating
3657,2,fit,"and i didn't find the rest of the dress to be too roomy, although it wasn't a snug fit either.",positive,4,rating
3658,0,fit,"Dress is comfortable, feels great and the fit exceeds flattery.",positive,5,rating
3658,1,fit,"the length hits just above my knees and the small side triangle cutouts add a unique cute, fun but still classic detail that i didn't notice in the picture online.",positive,5,rating
3659,2,quality,comically so-- the fabric stood away from my body like wings on each side.,negative,2,rating
3660,0,fit,Love the easy fit of this dress.,positive,5,rating
3661,1,fit,they all have the same problem...hips cut large/wide past the waist!,positive,4,rating
3661,2,fit,everything from the waist up fits great.,positive,4,rating
3661,3,fit,"i'm not sure who they are using as a fit model, but she must be curvy in that j.lo way (which is nice but not my shape).",positive,4,rating
3661,4,fit,"i love the green color, the warmth, the neckline, and the easy fit.",positive,4,rating
3664,0,fit,"I am 5 '4"", 124lbs, and 36 c - usually take a small or sometimes a medium in t.la tops.",positive,4,rating
3664,1,fit,this top seems to run particularly large as i ended up with an xs.,positive,4,rating
3665,2,price,"i'm still debating if i'm keeping it since i bought it full price, but the color was really pretty and on sale, i would def.",positive,4,rating
3665,4,fit,"for reference, i got a large since i normally like my clothes more loose.",positive,4,rating
3666,0,quality,I would really like this dress if the material were a little thicker.,negative,1,rating
3667,1,fit,"so soft, very good quality, fit perfectly.",positive,5,rating
3667,1,quality,"so soft, very good quality, fit perfectly.",positive,5,rating
3667,2,price,definitely worth it for this price!!!,positive,5,rating
3668,0,fit,"I ordered this top in my normal size medium, and it was very large.",positive,5,rating
3668,1,fit,"i am 160 lbs, 36b, size 8 top and 12 bottom.",positive,5,rating
3668,2,fit,"it was so pretty, that i took a chance and reordered it in a small.",positive,5,rating
3668,3,fit,the small on me fits just like the model in the picture.,positive,5,rating
3668,5,fit,"it is a very wide v-neck, but i am small on top, so it does not bother me.",positive,5,rating
3669,2,quality,the only thing i don't like about it is that it's a rather thin material.,positive,4,rating
3671,1,quality,"the fabric is thin and rather sheer, i wouldn't buy it to wear it outside as a regular dress.",positive,4,rating
3671,3,quality,the fabric is soft and comfy.,positive,4,rating
3671,4,fit,the blue with white piping is pretty and the fit is flattering.,positive,4,rating
3672,2,fit,"i ordered a large because i have broad shoulders, and it fits perfectly.",positive,5,rating
3673,0,quality,Recently received this and was very disappointed with the quality.,negative,1,rating
3673,1,quality,"the fabric was very thin, easily stretched out of shape.",negative,1,rating
3673,2,price,price is ridiculous for this item!,negative,1,rating
3674,0,quality,"I agree with other reviewers that the material is pretty thin, and it would make a far better swimsuit cover-up or pajamas than an actual dress -- unless you don't mind that it is semi see-thru.",positive,4,rating
3675,5,fit,"the knit is tight, no see through or snags.",positive,5,rating
3676,0,quality,"I was so disappointed with the quality of this dress, especially because it looks so beautiful on the model.",negative,2,rating
3676,1,quality,"the fabric was so thin that after one hand wash, it's already developing a tiny hole and pilling.",negative,2,rating
3676,3,price,"the color is much different in person--the blue is brighter and, for lack of a better way to describe it, cheap looking.",negative,2,rating
3678,0,quality,Definitely pj quality.,neutral,3,model_relabel
3679,0,fit,"Would have loved this skirt, but the xl is closer to a size 12 than a 14 or 16.",neutral,3,model_relabel
3680,4,fit,"so unless you're skinny, you might want to buy a size up or hang them to dry and then put in the dryer on low to fluff.",positive,5,rating
3683,2,fit,"i have other t.la tops in small, but the xsm worked better for me with this top.",positive,5,rating
3684,0,quality,"Although the fabric and color is beautiful,  the sleeves do not lay properly.",neutral,3,model_relabel
3684,3,quality,the quality looks great.,neutral,3,model_relabel
3686,0,quality,"This top is gorgeous: beautiful lace, substantial fabric, great color.",positive,3,model_relabel
3686,3,quality,"as another reviewer mentioned, the fabric is stiff.",positive,3,model_relabel
3686,4,fit,i didn't want to size up because the body and length both fit well.,positive,3,model_relabel
3686,6,fit,"for reference i'm 5'4"", 120 lbs, and tried a size s.",positive,3,model_relabel
3687,2,shipping,sadly it just arrived and it is a disaster!,negative,1,rating
3688,3,fit,"the fit is good, the quality is good, although the skirt is a little longer than i would like (and i ordered the petite size).",positive,4,rating
3688,3,quality,"the fit is good, the quality is good, although the skirt is a little longer than i would like (and i ordered the petite size).",positive,4,rating
3689,0,quality,The material is soft.,positive,4,rating
3690,4,fit,i took my usual small and like how it fits.,positive,5,rating
3693,0,fit,The color of this top is amazing--much more vibrant than in the photo and the fit is perfect.,positive,5,rating
3694,1,quality,love the fabric.,positive,5,rating
3696,2,fit,fit great like all pilcro denim and i'm sure i will be getting a lot of wear (i.e.,positive,5,rating
3697,4,fit,there are small slits at the side seams and the hem is curved at the slits.,positive,5,rating
3699,1,fit,i went down a size in these and they still stretch to the point of sagging.,positive,4,rating
3700,0,quality,"This is an adorable basic & i should have been wearing it once a week this summer, but instead the fabric developed noticeable holes after the very first wear.",negative,1,rating
3700,3,price,not worth the cost.,negative,1,rating
3703,3,fit,i would say sizing is tts to a bit large.,positive,5,rating
3704,1,fit,i have been wearing small a but this was realllllly small especially at my arms.,neutral,3,model_relabel
3706,3,fit,"i ordered my usual size m (for knit tops - 10/12 in fitted ones), and the length was perfect due to the buttons on the side.",positive,5,rating
3707,3,quality,the only thing i don't care for is that there seems to be extra fabric in the back...,positive,4,rating
3707,4,fit,maybe i should had ordered a size down.,positive,4,rating
3708,2,fit,i ordered a size down and from that aspect it fit.,positive,4,rating
3708,4,price,"i considered keeping it for layering but even on sale, it is too expensive for this purpose.",positive,4,rating
3709,2,quality,"the material is very interesting, it's so soft!",negative,2,rating
3710,0,fit,I loved this dress as pictured online and when i received it i fell in love with the look as well as the fit.,positive,5,rating
3711,1,fit,"fit great and is true to size, but i should have known there would be issues as three out of six on the rack had the sewn in tags were all but hanging by a thread.",negative,2,rating
3712,4,fit,"i bought a small and am 5'9"", and am typically ~130 lbs with a very long waist.",positive,4,rating
3712,5,fit,i wore it through early pregnancy and now love it because i can nurse my newborn comfortably and it still nicely fits my ~150 lb frame.,positive,4,rating
3713,2,fit,"it is a beautiful dress, just beware it runs very large.",positive,3,model_relabel
3714,1,quality,"i'm happier with the actual color.) the fabric is soft, comfortable and hangs beautifully.",positive,5,rating
3714,3,fit,i also have the tegan tunic in 2 colors and find the fit to be the same.,positive,5,rating
3715,0,fit,Runs very large and way too much fabric.,negative,2,rating
3715,0,quality,Runs very large and way too much fabric.,negative,2,rating
3715,2,quality,i usually wear s/m and the xs had too much fabric.,negative,2,rating
3716,2,fit,i would suggest sizing down as i like my clothes more fitted.,positive,4,rating
3717,1,quality,the fabric feels amazing & is super flattering.,positive,5,rating
3717,2,fit,i am 5'4 with broad shoulders & a 36d chest and went with the small petite.,positive,5,rating
3717,3,fit,"i originally purchased the regular extra small which looked great, i just think the sp was slightly neater though the shoulders & length.",positive,5,rating
3718,1,quality,"the fabric felt itchy and rough, and was pretty sheer for not being light colored.",negative,1,rating
3718,2,fit,"i didn't care for the fit, which was extremely boxy and wide; from the picture, i expected an a-line fit, but not a wide drop with webbed underarms.",negative,1,rating
3719,1,fit,and not in a way i could adjust by sizing down.,negative,3,model_relabel
3719,2,fit,the shoulders and arms fit but the body of the dress is absolutely huge.,negative,3,model_relabel
3720,0,fit,"This seems to be designed to fit a bit loose, but not in a bad way (for me).",positive,4,rating
3721,1,fit,"i'm 5'3"", so if they had petites available in the store maybe they would have fit better.",positive,4,rating
3721,2,fit,just found too much material around the middle even though it is meant to be a loose fitting dress.,positive,4,rating
3721,2,quality,just found too much material around the middle even though it is meant to be a loose fitting dress.,positive,4,rating
3721,3,quality,"the material is heavy weight, very stretchy, but not a thick fabric.",positive,4,rating
3722,1,quality,very comfortable fabric and flattering by itself or over leggings.,positive,5,rating
3722,3,fit,"i normally wear a medium in retailer dresses, but i ordered a small to have it a bit more fitted instead of baggy.",positive,5,rating
3724,2,quality,"it's comfy, light material, and can be dressed up or down.",positive,5,rating
3726,2,fit,it was recommended to me by a friend who is taller and slimmer than i am so i was skeptical of the fit.,positive,5,rating
3727,0,fit,I bought the shirt in ivory and went down a size per the advice from other reviewers.,negative,2,rating
3729,1,fit,i then tried on the regular xs and it fit nice.y.,positive,5,rating
3729,2,fit,loose but it is the style (shoulders fit).,positive,5,rating
3729,3,fit,i usually need xs petite so kind of true to size to me.,positive,5,rating
3730,0,quality,Material is a little think and they run a bit long like many other retailer pants.,neutral,3,model_relabel
3731,0,fit,I ordered the ivory in size xl.,positive,5,rating
3731,3,quality,the quality of the material is great too.,positive,5,rating
3731,4,fit,it's a flowy fit.,positive,5,rating
3732,0,fit,"In that i'm on the busty-side, i thought, ""surely an xl will not be too large.",positive,4,rating
3732,2,fit,"wanted it in crimson anyway, so will try it in a large.",positive,4,rating
3732,3,quality,the fabric in the white is nice in that it is substantial enough not to see-through.,positive,4,rating
3733,0,quality,Wanted to love this dress - pretty fabric and colors.,negative,2,rating
3734,0,fit,"I really want to like this dress - it's beautiful, but it just fits like a sack.",neutral,3,model_relabel
3734,2,fit,"perhaps if you are tall and thin like the mode, or small chested, it would be great!",neutral,3,model_relabel
3734,3,quality,the quality and color is beautiful.,neutral,3,model_relabel
3735,1,fit,it does run large in xxs; the xxs petite fit a little better by was way too short for me.,positive,5,rating
3735,3,quality,"yes it says dry clean only, but its is made of cupro and you should be able to wash that material.",positive,5,rating
3736,2,fit,"i'm 5'10"" a size 10/12 (depending) and i ordered the medium in the navy which fit perfectly.",positive,5,rating
3737,1,fit,"other reviewers mentioned it being much too large, so i went with the xs instead of my usual small.",positive,5,rating
3737,3,quality,i also didn't find there to be too much fabric.,positive,5,rating
3738,3,fit,"i don't see the ""that is runs large"".",positive,5,rating
3738,4,fit,"the shoulders fit, the sleeves are not too long.",positive,5,rating
3739,3,fit,"the fit is amazing, the fabric is so soft and it looks so fabulous on.",positive,4,rating
3739,3,quality,"the fit is amazing, the fabric is so soft and it looks so fabulous on.",positive,4,rating
3741,2,quality,"i do not find the fabric to be sheer at all, but perfectly lightweight for the heat of summer.",positive,5,rating
3741,3,fit,the neckline and sleeves seem tailor-fitted for my body.,positive,5,rating
3742,0,fit,"I love the details of this top: the pleats and ruffles are so pretty and the fit is flattering, especially if you have a tummy.",positive,5,rating
3742,3,fit,"i often wear a large, but i got a medium and i may have even been able to get away with a small.",positive,5,rating
3743,4,quality,the quality seems to be extremely high as well.,positive,5,rating
3745,0,quality,The fabric of this top is lovely.,negative,2,rating
3745,1,fit,the fit not so.,negative,2,rating
3745,2,fit,it does not fit as shown on the model.,negative,2,rating
3745,3,fit,"the fit is very large around the middle and fits more like a ""swing"" top.",negative,2,rating
3745,4,quality,"i am 5'9"" slim build.",negative,2,rating
3745,5,fit,i ordered my usual size medium.,negative,2,rating
3745,6,fit,shoulders and back fit perfectly.,negative,2,rating
3745,7,quality,too much material around the middle.,negative,2,rating
3746,0,fit,"I absolutely love this top.....the color, style, fit..everything!",positive,5,rating
3746,1,fit,i took another reviewers advice and sized down from my normal large to a medium.,positive,5,rating
3747,1,fit,its a nice loose fit.,positive,4,rating
3748,2,quality,the material is absolutely genius for travel.,positive,5,rating
3748,5,fit,i'm fairly fit but at my age i'm not excited about showing off my arms!,positive,5,rating
3750,1,quality,love the way it drapes and the quality of the material.,positive,5,rating
3750,2,fit,bought the ivory and went back for the rust but my size is sold out.,positive,5,rating
3751,1,fit,i usually wear a large in retailer tops.,positive,5,rating
3751,2,fit,this top fit a bit loose.,positive,5,rating
3751,5,fit,just mentioned this in case others may wish to buy one size smaller.,positive,5,rating
3751,8,fit,"i just ordered the white version of this tank top in a medium to see how it will fit (btw, there is a",positive,5,rating
3752,2,fit,this dress is true to size.,positive,5,rating
3753,1,fit,"i usually wear a medium to large depending on the cut and material, so i went with a medium.",positive,3,model_relabel
3753,1,quality,"i usually wear a medium to large depending on the cut and material, so i went with a medium.",positive,3,model_relabel
3753,3,fit,definitely recommend ordering a size below your normal.,positive,3,model_relabel
3754,0,fit,This dress fits and hangs so nicely.,positive,5,rating
3755,2,quality,loved the red color and drape and subtle shine of the fabric.,negative,3,model_relabel
3755,3,fit,but it fit like a sack.,negative,3,model_relabel
3755,7,fit,maybe it was the size.,negative,3,model_relabel
3755,8,fit,"i'm 5'3"" and ordered the large.",negative,3,model_relabel
3755,10,fit,maybe the petite would have been a better fit.,negative,3,model_relabel
3756,3,fit,"i would say each color fits differently, try them on.",positive,5,rating
3756,4,price,the dress is worth the price.,positive,5,rating
3757,0,fit,This is a very cute designed shirt but it fits very boxy and runs large,neutral,3,model_relabel
3758,2,fit,the fabric and fit are amazing.,positive,5,rating
3758,2,quality,the fabric and fit are amazing.,positive,5,rating
3759,0,fit,I ordered my usual size and i think the length and the top (chest/arms) for great.,neutral,3,model_relabel
3759,2,quality,there is too much fabric in the stomach area and just not flattering.,neutral,3,model_relabel
3760,1,fit,"however, it runs very large.",positive,4,rating
3762,2,fit,i really wish it fit.,positive,4,rating
3763,0,fit,"I tried this product in store in red and fell in love with the fit, it fits in the most beautiful flattering way, red looked gorgeous - rich glossy fabric, this could easily be one of those effortless summer transition pieces that can go from a day dress into incredible sexy night outfit.",positive,4,rating
3763,0,quality,"I tried this product in store in red and fell in love with the fit, it fits in the most beautiful flattering way, red looked gorgeous - rich glossy fabric, this could easily be one of those effortless summer transition pieces that can go from a day dress into incredible sexy night outfit.",positive,4,rating
3763,1,quality,"the fabric was very lush and had this rich gloss to it, i have never seen a fabric like that, it almost looked coated.",positive,4,rating
3764,2,shipping,just bought the second color online as there is free shipping today.,positive,5,rating
3765,3,quality,almost didn't purchase because of the reviews concerned with fragile material but i didn't find that to be an issue once i felt the garment.,positive,4,rating
3767,3,fit,the fit is nice through the shoulders and eases up through the body - not fitted which i like.,positive,5,rating
3768,1,fit,"i am 5'3"" and 110 pounds and ordered the petite xs which fit great.",positive,5,rating
3768,2,fit,the dress is supposed to be a tad oversized and flowy so this size worked out great for me!,positive,5,rating
3769,1,quality,"flattering, uber-comfortable, nice fabric.",positive,5,rating
3769,2,fit,i found that it runs slightly large.,positive,5,rating
3770,2,fit,i actually could've done a medium but the large was the only one and on sale.,positive,5,rating
3770,3,fit,it's meant to be loose!,positive,5,rating
3770,4,fit,it's kind to ladies that aren't all size 2 :),positive,5,rating
3771,2,fit,the fit is tts.,positive,5,rating
3771,7,price,"i don't usually pay full price, but i am glad i did in this case.",positive,5,rating
3772,1,fit,it's a great and flattering dress that is a worn a bit large.,positive,4,rating
3772,3,quality,the fabric is super comfortable as well.,positive,4,rating
3773,2,quality,good fabric.,positive,5,rating
3773,4,fit,oversized fit.,positive,5,rating
3773,5,fit,i would size down one size.,positive,5,rating
3774,0,fit,"This is an awesome tank top, comfortable, great fit, casual but with ruffles a bit dressier than an ordinary tank top.",positive,5,rating
3774,2,fit,this runs a bit larger and i typically take an extra large but bought this in large and its perfect.,positive,5,rating
3775,1,fit,"i thought it was a nice concept for a feminine, whimsical top so i ordered a small online.",negative,2,rating
3775,2,fit,but even then a small is still too big (and i usually wear a medium or an 8 in tops).,negative,2,rating
3776,1,fit,"fits perfectly, and looks like the picture.",positive,5,rating
3776,2,fit,"i'm 5 ft 7, 125 lbs, and usually am a size 4 or small.",positive,5,rating
3776,3,fit,"i ordered a small, and it fits beautifully.",positive,5,rating
3776,5,fit,don't be put of by the long sleeves for summer wear- the romper is loose enough and has a nice flow to it.,positive,5,rating
3777,1,quality,quality felt good too.,positive,4,rating
3778,0,fit,"Very cute on, fits well.",positive,5,rating
3780,5,price,i do agree with the comment that the material feels pretty flimsy for the price point.,positive,5,rating
3780,5,quality,i do agree with the comment that the material feels pretty flimsy for the price point.,positive,5,rating
3782,1,quality,"the material is light weight, not flimsy.",positive,5,rating
3782,4,fit,"i'm a bit short-waisted, 5'7"",125lbs and the small fit.",positive,5,rating
3783,1,fit,i love how it fits perfectly without being too tiny on the backside.,positive,4,rating
3783,2,price,the material is a bit flimsy for the price.,positive,4,rating
3783,2,quality,the material is a bit flimsy for the price.,positive,4,rating
3784,1,fit,"i went up a size to a 10, i am usually a 6 or 8.",positive,5,rating
3784,2,fit,it fit perfectly.,positive,5,rating
3784,3,fit,the top is very fitted and the bottom flows nicely.,positive,5,rating
3785,3,fit,they have a very nice design and fit tts.,neutral,3,model_relabel
3785,5,fit,"the 29 was perfectly sized and will be flattering on a curvy figure, i would imagine.",neutral,3,model_relabel
3786,1,fit,fits true to size everywhere except the bust.,positive,4,rating
3786,2,fit,i am a size 2-4 with a 34dd bust.,positive,4,rating
3786,3,fit,i can normally fit most retailer dresses no problem though.,positive,4,rating
3786,4,fit,this one was very very very tight just in the bust and squished my chest to be a very unflattering shape.,positive,4,rating
3786,6,fit,"i am a relatively fit but hourglass curvy lady, but certainly not a 'perfect' beach body and",positive,4,rating
3787,1,quality,"the material is thin, but perfect for summer.",negative,2,rating
3787,3,fit,it's so so cute and fit perfectly...at first.,negative,2,rating
